FID,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,X,Y,Name,num_L1,num_L2,num_DC
87,100,0.02481310903,3.747002e-05,Garment District,100,Manhattan,-73.990558,40.756177,Midtown Manhattan,0,2,0
106,137,0.04610762427,0.0001164551,Kips Bay,137,Manhattan,-73.9741155,40.7440113,Midtown Manhattan,0,1,0
139,137,0.04610762427,0.0001164551,Kips Bay,137,Manhattan,-73.9741155,40.7440113,Midtown Manhattan,0,1,0
437,137,0.04610762427,0.0001164551,Kips Bay,137,Manhattan,-73.978952,40.744029,Midtown Manhattan,0,3,0
509,137,0.04610762427,0.0001164551,Kips Bay,137,Manhattan,-73.974251,40.743382,Midtown Manhattan,0,3,0
559,137,0.04610762427,0.0001164551,Kips Bay,137,Manhattan,-73.974554,40.742761,Midtown Manhattan,0,3,0
854,137,0.04610762427,0.0001164551,Kips Bay,137,Manhattan,-73.975788,40.741065,Midtown Manhattan,0,1,0
1698,137,0.04610762427,0.0001164551,Kips Bay,137,Manhattan,-73.9741155,40.7440113,Midtown Manhattan,0,1,0
107,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.9710821,40.7884204,Upper West Side,0,1,0
114,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.9710821,40.7884204,Upper West Side,0,1,0
119,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.972115,40.787599,Upper West Side,0,1,0
135,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.972015,40.787599,Upper West Side,0,1,0
388,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.971353,40.788305,Upper West Side,0,3,0
391,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.971145,40.787976,Upper West Side,0,3,0
428,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.97024,40.793528,Upper West Side,0,3,0
465,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.971688,40.795279,Upper West Side,0,3,0
565,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.970934,40.788716,Upper West Side,0,3,0
1043,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.972756,40.790289,Upper West Side,0,4,0
1633,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.9749593,40.7892181,Upper West Side,1,1,0
1642,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.973678,40.795783,Upper West Side,0,4,0
1701,238,0.0601093114,0.00018476369,Upper West Side North,238,Manhattan,-73.967719,40.793416,Upper West Side,0,2,0
110,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.9622283,40.7646162,Upper East Side,0,1,0
118,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.9622783,40.7646162,Upper East Side,0,1,0
371,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.960236,40.763564,Upper East Side,0,4,0
372,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.964533,40.764174,Upper East Side,0,2,0
438,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.963555,40.764777,Upper East Side,0,3,0
439,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.961762,40.767289,Upper East Side,0,2,0
440,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.961621,40.768244,Upper East Side,0,3,0
444,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.965513,40.762948,Upper East Side,0,3,0
461,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.963079,40.763562,Upper East Side,0,3,0
473,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.962042,40.764758,Upper East Side,0,3,0
480,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.957476,40.769925,Upper East Side,0,3,0
481,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.955816,40.771689,Upper East Side,0,3,0
483,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.961892,40.76389,Upper East Side,0,3,0
1623,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.96408,40.764341,Upper East Side,0,2,0
1709,141,0.04151446387,7.665456e-05,Lenox Hill West,141,Manhattan,-73.9622283,40.7646162,Upper East Side,0,2,0
111,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.97610053,40.7646555,Midtown Manhattan,0,1,0
115,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.9795327,40.7667193,Midtown Manhattan,0,1,0
116,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.976181,40.764623,Midtown Manhattan,0,1,0
117,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.979542,40.764609,Midtown Manhattan,0,1,0
127,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.979512,40.764609,Midtown Manhattan,0,1,0
138,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.9795827,40.7667193,Midtown Manhattan,0,1,0
410,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.979364,40.76351,Midtown Manhattan,0,3,0
429,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.982707,40.764369,Midtown Manhattan,0,2,0
456,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.982101,40.765735,Midtown Manhattan,0,3,0
458,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.982708,40.764693,Midtown Manhattan,0,3,0
561,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.976349,40.764459,Midtown Manhattan,0,3,0
587,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.97499,40.763888,Midtown Manhattan,0,3,0
856,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.9761,40.764655,Midtown Manhattan,0,2,0
1704,163,0.03417686698,4.085678e-05,Midtown North,163,Manhattan,-73.979517,40.764609,Midtown Manhattan,0,2,0
112,162,0.03526981462,4.78937e-05,Midtown East,162,Manhattan,-73.970226,40.757807,Midtown Manhattan,0,1,0
126,162,0.03526981462,4.78937e-05,Midtown East,162,Manhattan,-73.97065515,40.75790859,Midtown Manhattan,0,1,0
417,162,0.03526981462,4.78937e-05,Midtown East,162,Manhattan,-73.96775,40.76161,Midtown Manhattan,0,3,0
443,162,0.03526981462,4.78937e-05,Midtown East,162,Manhattan,-73.967956,40.759764,Midtown Manhattan,0,3,0
542,162,0.03526981462,4.78937e-05,Midtown East,162,Manhattan,-73.973361,40.754735,Midtown Manhattan,0,1,0
1622,162,0.03526981462,4.78937e-05,Midtown East,162,Manhattan,-73.972211,40.758462,Midtown Manhattan,0,2,0
1706,162,0.03526981462,4.78937e-05,Midtown East,162,Manhattan,-73.968603,40.759299,Midtown Manhattan,0,1,0
113,243,0.09433149994,0.00043837734,Washington Heights North,243,Manhattan,-73.938954,40.854575,Upper Manhattan,0,1,0
227,243,0.09433149994,0.00043837734,Washington Heights North,243,Manhattan,-73.939432,40.854693,Upper Manhattan,0,1,0
784,243,0.09433149994,0.00043837734,Washington Heights North,243,Manhattan,-73.9306379,40.8506642,Upper Manhattan,0,1,0
1035,243,0.09433149994,0.00043837734,Washington Heights North,243,Manhattan,-73.934213,40.852225,Upper Manhattan,0,4,0
1036,243,0.09433149994,0.00043837734,Washington Heights North,243,Manhattan,-73.931808,40.848198,Upper Manhattan,0,4,0
120,239,0.0636261153,0.00020471544,Upper West Side South,239,Manhattan,-73.9808336,40.7813096,Upper West Side,0,1,0
134,239,0.0636261153,0.00020471544,Upper West Side South,239,Manhattan,-73.9808836,40.7813096,Upper West Side,0,1,0
249,239,0.0636261153,0.00020471544,Upper West Side South,239,Manhattan,-73.9804,40.781,Upper West Side,0,0,4
446,239,0.0636261153,0.00020471544,Upper West Side South,239,Manhattan,-73.97994,40.78168,Upper West Side,0,3,0
455,239,0.0636261153,0.00020471544,Upper West Side South,239,Manhattan,-73.977357,40.786371,Upper West Side,0,3,0
468,239,0.0636261153,0.00020471544,Upper West Side South,239,Manhattan,-73.980521,40.78386,Upper West Side,0,3,0
576,239,0.0636261153,0.00020471544,Upper West Side South,239,Manhattan,-73.982037,40.785014,Upper West Side,0,2,0
121,236,0.04425192231,0.00010286435,Upper East Side North,236,Manhattan,-73.9609047,40.7790291,Upper East Side,0,1,0
123,236,0.04425192231,0.00010286435,Upper East Side North,236,Manhattan,-73.9609047,40.7790291,Upper East Side,0,1,0
383,236,0.04425192231,0.00010286435,Upper East Side North,236,Manhattan,-73.959484,40.782031,Upper East Side,0,3,0
397,236,0.04425192231,0.00010286435,Upper East Side North,236,Manhattan,-73.961086,40.779468,Upper East Side,0,3,0
398,236,0.04425192231,0.00010286435,Upper East Side North,236,Manhattan,-73.958471,40.777545,Upper East Side,0,3,0
426,236,0.04425192231,0.00010286435,Upper East Side North,236,Manhattan,-73.959302,40.77364,Upper East Side,0,3,0
513,236,0.04425192231,0.00010286435,Upper East Side North,236,Manhattan,-73.95496,40.785524,Upper East Side,0,3,0
521,236,0.04425192231,0.00010286435,Upper East Side North,236,Manhattan,-73.959091,40.780305,Upper East Side,0,3,0
