ID,Link,Left,Through,Right,laneID,length
2,100000,1000051,1001141,0,1000001,6.352643067467043
3,100002,0,0,0,1000021,552.5748886939155
4,100119,1001181,1001231,0,1001191,1567.006497401312
5,100119,0,1001232,0,1001192,1569.0482524478873
6,100001,1001191,1000021,0,1000011,6.352643071124875
7,100005,1000061,1000571,0,1000051,1796.2228273903904
8,100005,0,1000572,0,1000052,1798.7279396443735
9,100114,0,1001072,1001133,1001142,1524.3994286000634
10,100114,0,1001071,0,1001141,1518.7351214461962
11,100003,0,0,1001192,1000032,574.5784210115589
12,100003,0,1000001,0,1000031,585.580197932831
13,100004,0,1000031,0,1000042,937.0786913215738
14,100004,0,0,0,1000041,937.6476979139586
15,100004,0,0,0,1000043,938.2167052851973
16,100030,0,0,1000313,1000302,1393.9714196259615
17,100030,0,1000271,0,1000301,1394.5326951434563
18,100006,0,1001192,1000021,1000062,1793.2745026724951
19,100006,1000001,1001191,0,1000061,1794.5659123785326
20,100057,0,1000561,0,1000571,363.34498092709657
21,100057,0,1000562,0,1000572,363.2823629422764
22,100007,0,1000211,0,1000071,54.83453164467267
23,100007,0,1000212,0,1000072,54.87148256210041
24,100010,0,1000161,0,1000101,13.67934536557849
25,100010,0,1000162,0,1000102,13.679345844350737
26,109850,0,1098591,0,1098502,642.7268514172839
27,109850,1098491,0,0,1098501,644.5593928288488
28,109850,0,0,0,1098503,646.3919327497049
29,100008,0,1000101,1098503,1000081,54.76062980245616
30,100021,0,0,1000243,1000214,527.7258927944068
31,100021,0,1000221,0,1000212,528.4470273017085
32,100021,0,1000222,0,1000213,529.1681626158583
33,100021,0,0,0,1000211,529.8892987356436
34,100009,1098501,1000071,0,1000091,13.67934440603252
35,100016,0,1000141,0,1000161,5.095696259710851
36,100016,0,1000142,0,1000162,5.0956965572054616
37,100011,0,0,0,1000111,10.312681534864547
38,100011,0,0,0,1000112,10.312676208329394
39,100013,0,1000151,0,1000132,82.74077596201721
40,100013,1000141,0,0,1000131,85.27947191292152
41,100013,0,0,0,1000133,87.81816665457258
42,100026,0,1000281,0,1000261,530.7708970706818
43,100026,0,1000282,0,1000262,530.2952302100023
44,100012,0,1000261,0,1000122,10.312692190721236
45,100012,1000131,0,0,1000121,10.312697518177028
46,100012,0,0,0,1000123,10.312702845628742
47,100014,0,1000121,0,1000142,85.70707939418581
48,100014,0,0,0,1000141,90.01979466143044
49,100014,0,0,0,1000143,94.33251018205749
50,100015,0,1000091,0,1000151,5.095695664721459
51,100017,0,0,0,1000171,24.82775471439838
52,100018,0,0,0,1000181,23.945850327354563
53,100019,0,1000241,0,1000192,10.020622583912557
54,100019,0,1000242,0,1000193,10.020623361056417
55,100019,1000221,0,0,1000191,10.020624138200105
56,100019,0,0,0,1000194,10.020624915343621
57,109844,0,0,1098423,1098444,1565.1047517952456
58,109844,0,1098431,0,1098442,1558.8459591401177
59,109844,0,1098432,0,1098443,1552.5871727766505
60,109844,0,0,0,1098441,1546.328392702645
61,100022,0,1000541,0,1000222,48.44652264513137
62,100022,0,1000542,0,1000223,48.446550437499695
63,100022,1000231,0,0,1000221,48.44657822948171
64,100022,0,0,0,1000224,48.446606023078296
65,100024,0,0,1000251,1000243,96.70603323508341
66,100024,0,1000281,0,1000242,96.28987276905802
67,100024,0,0,0,1000241,95.87371223160834
68,100020,0,1098441,0,1000202,48.96353666340342
69,100020,0,1098442,0,1000203,48.9635092096859
70,100020,1000191,0,0,1000201,48.96348175594602
71,100020,0,0,0,1000204,48.963454301221574
72,100023,0,1000201,0,1000232,10.905072611206151
73,100023,0,1000202,0,1000233,10.905071984411538
74,100023,0,0,0,1000231,10.905071357616807
75,100023,0,0,0,1000234,10.905070730821956
76,100054,0,1000551,0,1000542,700.236500956038
77,100054,0,1000552,0,1000543,699.6751148670877
78,100054,1000521,0,0,1000541,699.1137280874044
79,100054,0,0,0,1000544,698.5523406123376
80,100025,0,1000111,1000133,1000251,531.7222293043919
81,100028,1000311,1000291,0,1000281,48.39863501376093
82,100028,0,1000292,0,1000282,48.39865930604156
83,100027,0,1000251,0,1000271,48.39858642729966
84,100029,0,1000041,0,1000291,1392.8488666017477
85,100029,0,1000042,0,1000292,1392.2875890941314
86,100031,0,0,1000544,1000313,92.9422604272645
87,100031,0,1000231,0,1000312,93.3379846136084
88,100031,0,0,0,1000311,93.733708734405
89,100032,0,0,0,1000321,194.67505329575107
90,100032,0,0,0,1000322,196.8141515786367
91,100035,0,1000361,0,1000351,102.69903758042925
92,100035,0,1000362,0,1000352,102.65609547230747
93,100033,0,1000351,0,1000331,190.39685672946655
94,100033,0,1000352,0,1000332,188.2577584481715
95,100034,0,1000321,0,1000341,102.7849217984319
96,100034,0,1000322,0,1000342,102.82786390679581
97,100036,0,1000391,0,1000361,64.48135866397001
98,100036,0,1000392,0,1000362,64.4813587926458
99,100037,0,1000341,0,1000371,64.48135840507832
100,100037,0,1000342,0,1000372,64.48135827583717
101,100039,0,1000401,0,1000391,153.80203817906835
102,100039,0,1000402,0,1000392,153.77357012741544
103,100038,0,1000371,0,1000381,153.8589742834181
104,100038,0,1000372,0,1000382,153.8874423355279
105,100040,0,1000421,0,1000401,76.79179360546925
106,100040,0,1000422,0,1000402,76.79179375007752
107,100041,0,1000381,0,1000411,76.79179331585182
108,100041,0,1000382,0,1000412,76.79179317110992
109,100042,0,1000611,0,1000421,77.77816109926279
110,100042,0,1000612,0,1000422,77.77816120196464
111,100043,0,1000411,0,1000431,77.77816089233379
112,100043,0,1000412,0,1000432,77.77816078834442
113,100061,0,1000591,0,1000611,77.2904670102112
114,100061,0,1000592,0,1000612,77.29046710053213
115,100044,0,1098461,0,1000442,2269.3549177577274
116,100044,0,0,0,1000441,2270.45857836759
117,100044,0,0,0,1000443,2271.562237479478
118,100045,1000481,1000501,0,1000451,9.0235209064991
119,100045,0,1000502,0,1000452,9.023520908086173
120,109846,0,1098511,0,1098464,7.562412938942783
121,109846,0,1098512,0,1098462,7.562408585352227
122,109846,0,1098513,0,1098463,7.562404231758053
123,109846,1098471,0,0,1098461,7.562399878462073
124,109846,0,0,0,1098465,7.562395524860663
125,100046,0,1000441,0,1000461,9.023520905445308
126,100048,0,0,1000474,1000483,594.7574325757209
127,100048,0,1001011,0,1000482,596.856520587951
128,100048,0,0,0,1000481,598.9556110472905
129,100050,0,1000532,1000514,1000502,58.029526796502275
130,100050,0,1000531,0,1000501,58.82165783635597
131,100047,0,1000441,0,1000472,594.5575459662616
132,100047,0,1000442,0,1000473,595.9553692786246
133,100047,1000451,0,0,1000471,597.3531906384711
134,100047,0,0,0,1000474,598.7510100499546
135,100101,0,1001081,0,1001011,3165.5918166537353
136,100101,0,1001082,0,1001012,3165.3539791166813
137,100049,0,1000461,1000483,1000491,56.44526472206532
138,100051,0,1000201,0,1000512,705.0362284702121
139,100051,0,1000202,0,1000513,705.0036218538299
140,100051,0,0,0,1000511,704.9710152893257
141,100051,0,0,0,1000514,704.938408775986
142,100053,0,1000551,0,1000531,11.053990276829015
143,100053,0,1000552,0,1000532,11.053990283287568
144,100052,1000511,1000491,0,1000521,11.053990263821529
145,100055,0,1000581,0,1000552,71.42731087155852
146,100055,0,1000582,0,1000553,71.56984402471686
147,100055,1000561,0,0,1000551,71.71237733017259
148,100055,0,0,0,1000554,71.85491078417284
149,100056,0,0,1000491,1000563,75.9598408175727
150,100056,0,1000511,0,1000562,79.30749586479813
151,100056,1000531,0,0,1000561,82.65514668912203
152,100058,0,1000061,0,1000581,363.4702171745679
153,100058,0,1000062,0,1000582,363.5328354381297
154,100059,0,1000641,0,1000591,79.27346202551999
155,100059,0,1000642,0,1000592,79.27346217969901
156,100062,0,1000431,0,1000621,77.29046682945544
157,100062,0,1000432,0,1000622,77.2904667391345
158,100060,0,1000621,0,1000601,79.27346171716196
159,100060,0,1000622,0,1000602,79.2734615628479
160,100064,0,1000661,0,1000641,155.92064994055926
161,100064,0,1000662,0,1000642,155.96835092412937
162,100063,0,1000601,0,1000631,155.82524797224102
163,100063,0,1000602,0,1000632,155.77754698934444
164,100066,0,1000681,0,1000661,78.54150110024759
165,100066,0,1000682,0,1000662,78.54150123458179
166,100065,0,1000631,0,1000651,78.54150083157917
167,100065,0,1000632,0,1000652,78.54150069724496
168,100068,0,1000701,0,1000681,77.93246526429911
169,100068,0,1000702,0,1000682,77.9324653805432
170,100067,0,1000651,0,1000671,77.93246503218144
171,100067,0,1000652,0,1000672,77.93246491606082
172,100070,0,1000721,0,1000701,71.99047250304574
173,100070,0,1000722,0,1000702,71.9636298923637
174,100069,0,1000671,0,1000691,72.04415772121679
175,100069,0,1000672,0,1000692,72.0710003316361
176,100072,0,1000731,0,1000721,75.23973788095051
177,100072,0,1000732,0,1000722,75.23973799099932
178,100071,0,1000691,0,1000711,75.2397376587442
179,100071,0,1000692,0,1000712,75.23973754869537
180,100073,0,1000751,0,1000731,74.95598004493596
181,100073,0,1000752,0,1000732,74.95598016931402
182,100074,0,1000711,0,1000741,74.95597979407239
183,100074,0,1000712,0,1000742,74.95597966969432
184,100075,0,1000851,0,1000751,98.56316828577316
185,100075,0,1000852,0,1000752,98.56316844219185
186,100076,0,1000741,0,1000761,98.56316797318797
187,100076,0,1000742,0,1000762,98.56316781689536
188,100085,0,1000801,0,1000851,97.59851935518489
189,100085,0,1000802,0,1000852,97.75117180354178
190,100077,0,1000811,0,1000771,151.16906359394537
191,100077,0,1000812,0,1000772,152.49932530274592
192,100079,0,1000861,0,1000791,46.15119955204019
193,100079,0,1000862,0,1000792,45.838093918627465
194,100078,0,1000791,0,1000781,148.5085401639519
195,100078,0,1000792,0,1000782,147.17827844210058
196,100081,0,1000831,0,1000811,149.66932574444957
197,100081,0,1000832,0,1000812,150.68457093217864
198,100080,0,1000771,0,1000801,46.77741081732128
199,100080,0,1000772,0,1000802,47.09051645031131
200,100086,0,1000761,0,1000861,97.29321445722556
201,100086,0,1000762,0,1000862,97.14056201033473
202,100082,0,1000781,0,1000821,147.63883518720522
203,100082,0,1000782,0,1000822,146.62358981918229
204,100083,0,1000881,0,1000831,145.86048340613848
205,100083,0,1000882,0,1000832,146.40602696546458
206,100084,0,1000821,0,1000841,144.76939592130833
207,100084,0,1000822,0,1000842,144.22385199409354
208,100088,0,1000901,0,1000881,132.4125200639002
209,100088,0,1000902,0,1000882,132.4063186694542
210,100087,0,1000841,0,1000871,132.42492285870833
211,100087,0,1000842,0,1000872,132.43112425905952
212,100090,0,1000911,0,1000901,31.040784514294923
213,100090,0,1000912,0,1000902,30.955944124708527
214,100089,0,1000871,0,1000891,31.210465368733143
215,100089,0,1000872,0,1000892,31.295305835939367
216,100091,0,1000931,0,1000911,79.2288745336931
217,100091,0,1000932,0,1000912,79.228862882264
218,100092,0,1000891,0,1000921,79.22889783713445
219,100092,0,1000892,0,1000922,79.22890948914396
220,100093,0,1000951,0,1000931,245.4431093085977
221,100093,0,1000952,0,1000932,245.36081046956147
222,100094,0,1000921,0,1000941,245.60770705690547
223,100094,0,1000922,0,1000942,245.69000596506288
224,100095,0,1000971,0,1000951,325.5343985282259
225,100095,0,0,0,1000952,324.3818187520246
226,100096,0,1000941,0,1000961,327.83955854358294
227,100096,0,1000942,0,1000962,328.9921387826883
228,100097,0,1000991,0,1000971,120.73173138487849
229,100098,0,1000961,0,1000981,122.0440167568913
230,100098,0,1000962,0,1000982,122.70015947703726
231,100099,0,1096041,0,1000991,786.8226331607456
232,100100,0,1000981,0,1001001,786.8514107553926
233,100100,0,1000982,0,1001002,786.8657995543897
234,109604,0,1096021,0,1096041,59.79148856956159
235,109604,0,0,0,1096042,59.791487997164886
236,100102,0,1000471,0,1001021,3166.0674906822264
237,100102,0,1000472,0,1001022,3166.3053271781414
238,100108,0,1001101,0,1001081,13.835088350252086
239,100108,0,1001102,0,1001082,13.881652178458886
240,100103,0,0,1001082,1001033,145.586297788257
241,100103,0,1001021,0,1001032,144.77630789829732
242,100103,0,0,0,1001031,143.96631823720153
243,100131,0,1001301,0,1001311,1209.492059780227
244,100131,0,1001302,0,1001312,1204.607022219044
245,100104,0,0,1001312,1001043,134.3370605856499
246,100104,0,1001031,0,1001042,141.1516320576975
247,100104,0,0,0,1001041,147.96620344006118
248,100105,0,0,1001104,1001054,22.779870351642312
249,100105,0,1001091,0,1001052,22.77985792788787
250,100105,0,1001092,0,1001053,22.77984550445178
251,100105,0,0,0,1001051,22.779833081334047
252,100109,0,1001021,0,1001091,13.741960899994384
253,100109,0,1001022,0,1001092,13.695397276774184
254,100110,0,0,1001152,1001104,10.656292681661638
255,100110,0,1001131,0,1001102,10.656298252555617
256,100110,0,1001132,0,1001103,10.656303822752006
257,100110,1001071,0,0,1001101,10.656309393290744
258,100106,0,1001052,1001043,1001062,47.38770915992285
259,100106,0,1001051,0,1001061,48.33039909523415
260,100111,0,1001172,1001162,1001112,25.82804227063997
261,100111,0,1001171,0,1001111,25.828031724323072
262,100107,0,1001042,1001054,1001072,19.18055827305563
263,100107,0,1001041,0,1001071,19.180561381765223
264,100113,0,0,1001172,1001133,36.65892359777101
265,100113,0,1001161,0,1001132,36.78325470430377
266,100113,0,0,0,1001131,36.907585989477674
267,100115,0,0,1000052,1001152,1535.7280369867926
268,100115,0,1000011,0,1001151,1541.3923382164055
269,100116,1001181,1001231,0,1001161,8.455823572960727
270,100116,0,1001232,0,1001162,8.455829727540035
271,100117,0,1000052,1001142,1001172,1553.8919756152627
272,100117,1000011,1000051,0,1001171,1551.8277244324538
273,100112,1001111,1001061,0,1001121,6.198453082072471
274,100112,0,1001062,0,1001122,6.198449127926639
275,100133,1001301,1001321,0,1001331,1336.2892642090842
276,100133,0,1001322,0,1001332,1360.8990537500963
277,100118,1001121,1001331,0,1001181,23.288755114978056
278,100118,0,1001332,0,1001182,23.28876392295121
279,100123,0,1001211,0,1001232,1982.3902378517462
280,100123,0,1001212,0,1001233,1984.0806912794117
281,100123,0,0,0,1001231,1985.7711471178682
282,100123,0,0,0,1001234,1987.4616053638522
283,100120,0,0,1001332,1001204,1954.256800004782
284,100120,0,1001121,0,1001202,1951.8401857087088
285,100120,0,1001122,0,1001203,1949.4235748157591
286,100120,0,0,0,1001201,1947.0069673286566
287,100122,0,0,0,1001221,18.032667091538766
288,100122,0,0,0,1001222,18.032667356678374
289,100127,0,1001291,0,1001271,813.1984758131779
290,100121,1001201,1001271,0,1001211,18.032666561259468
291,100121,0,0,0,1001212,18.032666296119775
292,100124,0,1001361,0,1001241,13.393561707244604
293,100125,0,0,0,1001251,13.393544357344917
294,100136,0,1001341,0,1001361,306.5610343636551
295,100136,0,1001342,0,1001362,306.1189613932197
296,100126,0,1001222,1001204,1001262,819.6160795572256
297,100126,0,1001221,0,1001261,822.8248814334979
298,100129,0,1001381,0,1001291,34.37168047627323
299,100128,0,1001261,0,1001281,30.71710406475558
300,100138,0,1001351,1001392,1001381,534.3106990106066
301,100130,1001111,1001061,0,1001301,1256.1235306083224
302,100130,0,1001062,0,1001302,1253.9275647745965
303,100132,0,1001031,0,1001321,1219.2621303389953
304,100132,0,1001032,0,1001322,1224.147163337501
305,100134,1001391,1001371,0,1001341,21.49029930883511
306,100134,0,0,0,1001342,21.490289354811868
307,100135,0,0,0,1001351,21.490319217644007
308,100137,0,1001281,0,1001371,540.5227748538141
309,100139,0,1001241,0,1001391,304.64663979888803
310,100139,0,0,0,1001392,305.0842880627263
311,100140,0,1001421,0,1001401,35.28415052488501
312,100140,0,1001422,0,1001402,40.086708656785774
313,100141,0,0,0,1001411,25.67903429444325
314,100142,0,1001451,0,1001421,53.99293017665015
315,100142,0,0,0,1001422,53.99292936271963
316,100143,0,1001411,0,1001431,53.99293180451093
317,100145,0,1001471,0,1001451,42.30280757169444
318,100144,0,1001431,0,1001441,42.30280938189778
319,100144,0,0,0,1001442,42.30281028669702
320,100147,0,1001481,0,1001471,44.34694376423527
321,100146,0,1001441,0,1001461,44.346946112567245
322,100146,0,1001442,0,1001462,44.346947287407374
323,100148,0,1001511,0,1001481,85.1801879683915
324,100149,0,1001461,0,1001491,85.1801928135127
325,100149,0,1001462,0,1001492,85.18019523490067
326,100151,0,1001531,0,1001511,39.87956704862876
327,100150,0,1001491,0,1001501,38.96270499455373
328,100150,0,1001492,0,1001502,38.50427393689846
329,100153,0,1001551,0,1001531,95.034206039564
330,100152,0,1001501,0,1001521,93.87931302959367
331,100152,0,1001502,0,1001522,93.30186638115993
332,100155,0,1001571,0,1001551,168.5831008942026
333,100154,0,1001521,0,1001541,167.02714184076717
334,100154,0,1001522,0,1001542,166.2491619947297
335,100157,0,1001661,0,1001571,106.36655237690316
336,100157,0,1001662,0,1001572,106.36653259667456
337,100156,0,1001541,0,1001561,106.36659193684171
338,100156,0,1001542,0,1001562,106.36661171584011
339,100166,0,1001651,0,1001661,175.84369962579754
340,100166,0,0,0,1001662,175.65462473170393
341,100158,0,1001611,0,1001581,27.26094730818514
342,100158,0,1001612,0,1001582,27.26095736398835
343,100162,0,0,0,1001621,374.6767408536245
344,100159,0,1001621,0,1001591,27.260927198293846
345,100161,0,1001641,0,1001611,293.6239545896487
346,100161,0,1001642,0,1001612,292.92748395916186
347,100160,0,1001591,0,1001601,295.01689476867307
348,100164,0,1001671,0,1001641,186.15925672398117
349,100164,0,1001672,0,1001642,185.9463758188782
350,100163,0,1001581,0,1001631,374.50467773554055
351,100163,0,1001582,0,1001632,374.41864607140843
352,100165,0,1001601,0,1001651,186.58501829691443
353,100167,0,1001561,0,1001671,176.2218496450839
354,100167,0,1001562,0,1001672,176.41092476864924
355,100168,0,1001691,0,1001682,111.25845162477708
356,100168,1001711,0,0,1001681,111.24330765114745
357,100168,0,0,0,1001683,111.22816369830386
358,100169,0,1001821,0,1001691,158.73349115957714
359,100169,0,1001822,0,1001692,158.3423444345521
360,100171,0,1004691,0,1001712,580.6736326183158
361,100171,0,0,0,1001711,580.6765635407827
362,100171,0,0,0,1001713,580.6794944565655
363,100182,0,1001841,0,1001822,243.95102384728017
364,100182,1001831,0,0,1001821,244.03638362214446
365,100182,0,0,0,1001823,244.121743272033
366,100170,0,1001821,0,1001702,264.98117039837206
367,100170,0,0,0,1001701,264.90658016216787
368,100170,0,0,0,1001703,264.8319900357682
369,100172,0,1008701,0,1001721,98.49981949098576
370,100172,0,1008702,0,1001722,98.07171427798477
371,100469,0,1004711,0,1004692,520.7971253704388
372,100469,1004671,0,0,1004691,521.0687535595316
373,100469,0,0,0,1004693,521.3403813468514
374,100870,0,1008791,0,1008702,219.12353439075628
375,100870,1008711,0,0,1008701,219.71787649293265
376,100870,0,0,0,1008703,220.31221946972357
377,100173,0,1008701,0,1001732,276.3486510598615
378,100173,0,0,0,1001731,276.3868454077578
379,100173,0,0,0,1001733,276.4250398115461
380,100176,0,1008681,1001781,1001761,167.27805122191148
381,100174,0,1001731,0,1001742,176.6632279084593
382,100174,1001761,0,0,1001741,176.6569900737676
383,100174,0,0,0,1001743,176.65075222999056
384,100175,0,1001741,0,1001751,193.73956763001942
385,100175,0,1001742,0,1001752,193.71004201221936
386,100177,0,1008681,0,1001771,533.4796977831572
387,100177,0,1008682,0,1001772,533.4800868883526
388,100179,0,1004741,1004851,1001791,401.00993281542736
389,100178,0,1001791,1001752,1001781,533.4789195716063
390,100868,0,1008691,0,1008682,135.32897594179968
391,100868,1008671,0,0,1008681,135.34214556542804
392,100868,0,0,0,1008683,135.35531520391467
393,100180,1001771,1001751,0,1001801,400.60312494623355
394,100180,0,1001752,0,1001802,400.3997205631001
395,100474,0,1004771,0,1004741,640.0877932349358
396,100485,0,1001881,0,1004851,181.26935817025546
397,100181,0,1001701,0,1001812,11.681368781156234
398,100181,1001721,0,0,1001811,11.657180611060713
399,100181,0,0,0,1001813,11.632992477764336
400,100744,0,0,1008541,1007443,1584.2693016342166
401,100744,0,1007461,0,1007442,1583.899398306997
402,100744,0,0,0,1007441,1583.5294949236418
403,100183,0,1004691,0,1001831,193.6163710062764
404,100183,0,1004692,0,1001832,192.5666838409782
405,100184,0,0,1007382,1001843,261.5996970431538
406,100184,0,1004821,0,1001842,261.54614328032574
407,100184,1001861,0,0,1001841,261.492589594553
408,100186,1001871,1001901,0,1001861,90.48519723513655
409,100186,0,1001902,0,1001862,90.61225501512311
410,100482,0,0,1004902,1004823,405.65232236420263
411,100482,0,1004811,0,1004822,405.79923201792496
412,100482,1004841,0,0,1004821,405.94614145561775
413,100738,0,0,1007403,1007382,1439.5680995137284
414,100738,0,1007341,0,1007381,1440.3079561819056
415,100185,1004821,1007381,0,1001851,90.23108165085296
416,100185,0,1007382,0,1001852,90.10402384412991
417,100187,0,1001741,0,1001872,305.6535488110108
418,100187,0,0,0,1001871,305.60087218872764
419,100187,0,0,0,1001873,305.54819548929123
420,100190,0,1001952,1004882,1001902,317.2930942707709
421,100190,1001911,1001951,0,1001901,316.3771863467036
422,100188,0,0,1001902,1001883,107.26376251716698
423,100188,0,1001871,0,1001882,107.01522164366054
424,100188,1001851,0,0,1001881,106.76668040381102
425,100486,0,1004741,1001802,1004861,182.19313838664806
426,100189,0,1001852,1001873,1001892,319.1249104301463
427,100189,0,1001851,0,1001891,320.0408186643681
428,100191,0,1002081,0,1001911,860.7449152228036
429,100191,0,1002082,0,1001912,858.8040291306089
430,100195,0,1001961,0,1001951,649.592331025733
431,100195,0,1001962,0,1001952,646.8742907944559
432,100488,0,1004832,1004873,1004882,372.59566565945704
433,100488,0,1004831,0,1004881,373.55861684498063
434,100192,0,1004882,1001892,1001922,864.6266873215179
435,100192,1001951,1004881,0,1001921,866.5675733290238
436,100208,0,0,1002073,1002083,12.942451193861213
437,100208,0,1002091,0,1002082,15.020612573549627
438,100208,0,0,0,1002081,17.098773696723697
439,100193,0,1002121,0,1001932,660.5860762769113
440,100193,0,0,0,1001931,660.7806866294231
441,100193,0,0,0,1001933,660.9752971557757
442,100203,0,1001971,0,1002032,16.141475688451013
443,100203,0,1001972,0,1002033,16.141481841040292
444,100203,0,1001973,0,1002034,16.141487994456412
445,100203,1002011,0,0,1002031,16.141494146207638
446,100203,0,0,0,1002035,16.141500298785708
447,100212,0,1002101,0,1002122,42.15288743745461
448,100212,1002111,0,0,1002121,56.993090774357306
449,100212,0,0,0,1002123,71.83330046498571
450,100194,0,1001892,1001912,1001942,655.0284159624847
451,100194,1004881,1001891,0,1001941,657.7464606705976
452,100196,0,0,1001983,1001965,24.22368629397097
453,100196,0,1002021,0,1001962,26.208966618945453
454,100196,0,1002022,0,1001963,28.1942448801864
455,100196,0,1002023,0,1001964,30.17952108412262
456,100196,0,0,0,1001961,32.164795228348815
457,100198,0,0,1004763,1001983,10.000008133807338
458,100198,0,1001991,0,1001982,10.000003920390117
459,100198,0,0,0,1001981,9.99999970741061
460,100202,0,1002051,0,1002024,16.400888188123446
461,100202,0,1002052,0,1002022,16.40088129293968
462,100202,0,1002053,0,1002023,16.400874396907085
463,100202,0,0,0,1002021,16.400867502153616
464,100202,0,0,0,1002025,16.400860605672726
465,100197,0,1001941,0,1001972,23.171916584242993
466,100197,0,1001942,0,1001973,26.070109222214978
467,100197,1001961,0,0,1001971,28.968302908798243
468,100197,0,0,0,1001974,31.866497643198297
469,100197,0,0,0,1001975,34.76469342397343
470,100201,0,1001981,0,1002012,9.080459891132602
471,100201,1002021,0,0,1002011,9.080455995868784
472,100201,0,0,0,1002013,9.080452100602388
473,100199,0,1002041,0,1001992,158.70539648580964
474,100199,0,0,0,1001991,159.59140617236204
475,100199,0,0,0,1001993,160.47741494885088
476,100200,0,1002021,0,1002002,10.000016558047278
477,100200,0,0,0,1002001,10.00002077059416
478,100200,0,0,0,1002003,10.000024984000374
479,100476,0,0,1004793,1004763,939.2338392892544
480,100476,0,1004641,0,1004762,949.9739374192645
481,100476,0,0,0,1004761,960.714037012497
482,100204,0,1002061,0,1002042,20.233787664892088
483,100204,0,1002062,0,1002043,20.2337876455979
484,100204,0,1002063,0,1002044,20.23378762559972
485,100204,0,0,0,1002041,20.233787605709026
486,100204,0,0,0,1002045,20.233787585603356
487,100205,0,1001931,0,1002052,9.883466038191667
488,100205,0,1001932,0,1002053,9.88347031113206
489,100205,1002031,0,0,1002051,9.883474584069605
490,100205,0,0,0,1002054,9.883478856590267
491,100206,0,1002051,0,1002062,152.36925659987855
492,100206,0,1002052,0,1002063,151.10330387854597
493,100206,0,0,0,1002061,149.83734985791435
494,100206,0,0,0,1002064,148.57139453324285
495,100207,0,0,1001975,1002073,650.5250003515046
496,100207,0,1002011,0,1002072,650.3749619335216
497,100207,0,0,0,1002071,650.2249236437567
498,100209,0,1002121,0,1002091,11.770576392260216
499,100209,0,1002122,0,1002092,9.542074627079964
500,100210,0,1001921,0,1002102,22.23936854889306
501,100210,1002081,0,0,1002101,27.595310541877673
502,100210,0,0,0,1002103,32.951252245028705
503,100211,0,1002071,0,1002112,10.213861768852425
504,100211,0,1002072,0,1002113,10.269825216827691
505,100211,0,1002073,0,1002114,10.325788611568335
506,100211,1002091,0,0,1002111,10.381751957903676
507,100211,0,0,0,1002115,10.437715253577167
508,100213,0,1002151,0,1002132,6.2191528219426555
509,100213,1002141,0,0,1002131,6.2191523534370186
510,100213,0,0,0,1002133,6.219151885568923
511,100216,0,1002231,0,1002162,18.176008584546246
512,100216,0,0,0,1002161,16.302266361185847
513,100216,0,0,0,1002163,14.428526503678773
514,100214,0,1002231,0,1002142,15.266658232435375
515,100214,0,0,0,1002141,14.80714346756133
516,100214,0,0,0,1002143,14.347629384392661
517,100215,1002191,1002211,0,1002151,182.95433355711657
518,100215,0,1002212,0,1002152,185.57153960609875
519,100223,0,0,1002182,1002233,198.32230677170142
520,100223,0,1002271,0,1002232,198.25708839421605
521,100223,1002261,0,0,1002231,198.19187007335591
522,100219,0,1002201,0,1002191,37.42015326435225
523,100219,0,1002202,0,1002192,39.47185630551236
524,100221,1002281,1002461,0,1002211,37.78994222310997
525,100221,0,1002462,0,1002212,38.05213543342737
526,100217,0,0,1002133,1002173,535.2552524871434
527,100217,0,1002161,0,1002172,551.2297807753624
528,100217,0,0,0,1002171,567.2043103820859
529,100218,0,0,0,1002181,9.234145222526866
530,100218,0,0,0,1002182,8.468289185308375
531,100226,0,1002251,0,1002261,210.8638875292133
532,100226,0,1002252,0,1002262,213.64214075063083
533,100227,0,1002391,0,1002271,58.84266614854077
534,100227,0,1002392,0,1002272,58.22058984904213
535,100220,1002261,1002271,0,1002201,10.765854536458
536,100220,0,1002272,0,1002202,11.531707810781334
537,100228,0,1002201,0,1002281,32.11638737711318
538,100228,0,1002202,0,1002282,41.712383774760966
539,100246,0,1002471,0,1002461,23.245002514803733
540,100246,0,1002472,0,1002462,23.24499100868293
541,100222,0,1002131,0,1002222,319.7306141798143
542,100222,1002161,0,0,1002221,333.9352257663687
543,100222,0,0,0,1002223,348.13984419378147
544,100224,0,1002171,0,1002242,102.93642081567407
545,100224,0,0,0,1002241,105.83741457812964
546,100224,0,0,0,1002243,108.73841039696876
547,100225,0,1002241,0,1002252,92.31510363760535
548,100225,1002221,0,0,1002251,91.93543794076189
549,100225,0,0,0,1002253,91.55577214630361
550,100239,0,1002381,0,1002392,283.4285501496546
551,100239,0,0,0,1002391,286.3613186067154
552,100239,0,0,0,1002393,289.29408558774617
553,100229,0,0,1002312,1002293,77.18554453041338
554,100229,0,1002301,0,1002292,78.3627973279698
555,100229,0,0,0,1002291,79.54004852147392
556,100230,0,1002381,0,1002302,218.18722705738026
557,100230,0,0,0,1002301,220.1515360592025
558,100230,0,0,0,1002303,222.11584239181576
559,100231,0,1002391,0,1002311,77.65939783442748
560,100231,0,1002392,0,1002312,77.87264426197376
561,100238,1002891,1002661,0,1002381,14.010207378011986
562,100238,0,0,0,1002382,14.010199872354177
563,100232,0,1002291,0,1002321,221.18176241592113
564,100240,0,0,0,1002401,184.84613663041637
