Id,nLane,tLinkID,FN,TN,linkID,freeflowsp,length,Left,Through,Right,Lane1,Lane2,Lane3,Lane4,Lane5,Lane6,Lane7,Lane8,Lane9,FREEFL1,FREEFL2,FREEFL3,FREEFL4,FREEFL5,FREEFL6,FREEFL7,FREEFL8,FREEFL9,FREEFL10,FREEFL11,FREEFL12,FREEFL13,FREEFL14,FREEFL15,FREEFL16,FREEFL17,FREEFL18,FREEFL19,FREEFL20,FREEFL21,FREEFL22,FREEFL23,FREEFL24,fid
100742,3.0,0,247,282,100742,35,1578.0681753843032,0,100172,100170,1007421,1007422,1007423,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100742
100745,3.0,0,247,242,100745,35,30.898408429938033,100746,100854,0,1007451,1007452,1007453,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100745
100741,3.0,0,244,311,100741,35,747.26290726231,100735,100729,100736,1007411,1007412,1007413,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100741
100743,5.0,0,244,247,100743,35,13.93774371901222,100745,100742,0,1007431,1007432,1007433,1007434,1007435,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100743
100746,5.0,0,242,241,100746,35,12.598665651287359,100747,100748,0,1007461,1007462,1007463,1007464,1007465,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100746
100854,1.0,100853,242,59,100854,35,2326.2526097610184,0,100858,100856,1008541,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100854
100747,2.0,0,241,244,100747,35,29.658150523579607,100743,100741,0,1007471,1007472,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100747
100748,3.0,0,241,186,100748,35,1608.8514312013585,100756,100765,0,1007481,1007482,1007483,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100748
100756,3.0,100757,186,190,100756,35,8.198664315878764,0,100753,0,1007561,1007562,1007563,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100756
100765,2.0,0,186,167,100765,35,363.39270264463147,100768,100810,100849,1007651,1007652,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100765
100749,3.0,0,191,244,100749,35,1616.5392389748838,0,100743,100741,1007491,1007492,1007493,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100749
100758,2.0,0,191,190,100758,35,6.300848209371809,0,100753,100757,1007581,1007582,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100758
100750,2.0,0,183,192,100750,35,22.447955035688018,0,100764,0,1007501,1007502,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100750
100751,2.0,0,183,189,100751,35,22.31468507831464,0,100754,100752,1007511,1007512,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100751
100764,3.0,0,192,203,100764,35,301.29277128602945,100760,100774,100766,1007641,1007642,1007643,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100764
100752,2.0,0,189,192,100752,35,32.351556563951334,0,100764,0,1007521,1007522,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100752
100754,2.0,0,189,191,100754,35,17.241405153985387,0,100749,100758,1007541,1007542,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100754
100753,2.0,0,190,189,100753,35,13.986097172965723,0,100752,100754,1007531,1007532,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100753
100757,3.0,100756,190,186,100757,35,8.198664315878764,0,100765,0,1007571,1007572,1007573,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100757
100755,2.0,0,168,183,100755,35,320.2421139303298,0,100751,100750,1007551,1007552,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100755
100767,2.0,100766,168,203,100767,35,215.5636585038269,0,100760,100774,1007671,1007672,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100767
100769,2.0,100768,168,167,100769,35,12.157452356705411,100810,100849,0,1007691,1007692,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100769
100759,2.0,0,204,191,100759,35,346.2846109528999,0,100758,100749,1007591,1007592,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100759
100761,2.0,100760,204,203,100761,35,10.71480888399736,100774,100766,0,1007611,1007612,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100761
100762,1.0,100763,204,316,100762,35,1442.2662271593772,0,100700,100699,1007621,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100762
100760,2.0,100761,203,204,100760,35,10.71480888399736,100759,100762,0,1007601,1007602,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100760
100766,1.0,100767,203,168,100766,35,215.5636585038269,0,100769,100755,1007661,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100766
100774,2.0,0,203,227,100774,35,1315.3688998419655,100776,100787,100797,1007741,1007742,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100774
100768,2.0,100769,167,168,100768,35,12.157452356705411,100755,100767,0,1007681,1007682,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100768
100810,2.0,0,167,143,100810,35,585.0656414049155,100773,100811,100809,1008101,1008102,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100810
100849,2.0,100850,167,57,100849,35,1506.6978933721607,0,100816,0,1008491,1008492,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100849
100770,2.0,0,150,168,100770,35,574.6457165288247,100769,100755,100767,1007701,1007702,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100770
100772,1.0,100773,150,143,100772,35,18.484906710558587,100811,100809,0,1007721,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100772
100771,2.0,0,145,150,100771,35,31.7524308791626,100772,100770,0,1007711,1007712,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100771
100812,3.0,100813,145,141,100812,35,12.454692232155296,100806,100808,0,1008121,1008122,1008123,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100812
100773,1.0,100772,143,150,100773,35,18.484906710558587,0,100770,0,1007731,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100773
100809,2.0,0,143,136,100809,35,52.788394730998284,0,100807,0,1008091,1008092,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100809
100811,2.0,0,143,141,100811,35,21.45907479973434,100813,100806,100808,1008111,1008112,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100811
100776,2.0,100777,227,228,100776,35,9.304598370805142,100775,100779,0,1007761,1007762,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100776
100787,3.0,0,227,249,100787,35,764.1578373399227,0,100783,100789,1007871,1007872,1007873,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100787
100797,1.0,100798,227,109,100797,35,1355.7872241817877,0,100800,100804,1007971,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100797
100775,2.0,0,228,204,100775,35,1314.9732095244176,100761,100759,100762,1007751,1007752,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100775
100777,2.0,100776,228,227,100777,35,9.304598370805142,100787,100797,0,1007771,1007772,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100777
100779,2.0,100778,228,381,100779,35,1577.459206193102,100690,100689,0,1007791,1007792,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100779
100780,3.0,0,255,395,100780,35,1368.46357592429,100687,100678,0,1007801,1007802,1007803,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100780
100782,2.0,0,255,252,100782,35,11.115929942580696,100785,100786,0,1007821,1007822,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100782
100781,3.0,0,250,255,100781,35,11.360290723806886,100782,100780,0,1007811,1007812,1007813,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100781
101155,2.0,0,250,295,101155,35,909.5364095759405,0,101154,101184,1011551,1011552,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,101155
100785,2.0,0,252,249,100785,35,11.278391979277718,100783,100789,0,1007851,1007852,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100785
100786,3.0,0,252,228,100786,35,763.8183054607592,100777,100775,100779,1007861,1007862,1007863,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100786
100783,2.0,0,249,250,100783,35,10.829853318475516,100781,101155,0,1007831,1007832,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100783
100789,3.0,0,249,222,100789,35,486.620982014384,0,100791,0,1007891,1007892,1007893,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100789
100788,3.0,0,223,250,100788,35,490.65228278127597,0,100781,101155,1007881,1007882,1007883,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100788
100790,5.0,0,223,222,100790,35,9.298961914979431,0,100791,0,1007901,1007902,1007903,1007904,1007905,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100790
100791,5.0,0,222,220,100791,35,10.735625279931293,100793,100795,0,1007911,1007912,1007913,1007914,1007915,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100791
100793,5.0,0,220,221,100793,35,10.099149022062345,100792,101186,0,1007931,1007932,1007933,1007934,1007935,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100793
100795,3.0,0,220,206,100795,35,163.4727170595119,100796,101143,0,1007951,1007952,1007953,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100795
100792,5.0,0,221,223,100792,35,10.726957031135976,100790,100788,0,1007921,1007922,1007923,1007924,1007925,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100792
101186,2.0,0,221,259,101186,35,1135.5612568279926,0,101187,0,1011861,1011862,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,101186
100794,3.0,0,208,221,100794,35,161.4376367295601,0,100792,101186,1007941,1007942,1007943,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100794
101147,2.0,0,208,251,101147,35,1188.945630078198,0,101179,101239,1011471,1011472,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,101147
100796,2.0,0,206,208,100796,35,8.402913591673634,100794,101147,0,1007961,1007962,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100796
101143,3.0,0,206,184,101143,35,156.83084838401294,101144,101138,101142,1011431,1011432,1011433,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,101143
100798,2.0,100797,109,227,100798,35,1355.7872241817877,0,100776,100787,1007981,1007982,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100798
100800,3.0,100799,109,106,100800,35,143.14336355139042,0,100802,100844,1008001,1008002,1008003,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100800
100804,3.0,100803,109,115,100804,35,705.3568776541435,0,100805,0,1008041,1008042,1008043,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100804
100799,3.0,100800,106,109,100799,35,143.14336355139042,100804,100798,0,1007991,1007992,1007993,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100799
100802,2.0,100801,106,105,100802,35,11.845451927180322,101139,101135,100847,1008021,1008022,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100802
100844,2.0,100843,106,74,100844,35,659.6217779551799,0,100826,100846,1008441,1008442,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100844
100801,3.0,100802,105,106,100801,35,11.845451927180322,100844,100799,0,1008011,1008012,1008013,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100801
100847,2.0,100848,105,80,100847,35,556.4998020909916,0,100841,0,1008471,1008472,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100847
101135,3.0,101136,105,103,101135,35,566.4365912259647,0,101133,0,1011351,1011352,1011353,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,101135
101139,4.0,0,105,182,101139,35,814.4826564076841,101140,101141,0,1011391,1011392,1011393,1011394,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,101139
100803,3.0,100804,115,109,100803,35,705.3568776541435,0,100800,100798,1008031,1008032,1008033,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100803
100805,3.0,0,115,145,100805,35,552.6389931057569,100812,100771,0,1008051,1008052,1008053,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100805
100806,3.0,0,141,115,100806,35,552.5272840997516,100805,100803,0,1008061,1008062,1008063,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100806
100808,2.0,100807,141,136,100808,35,50.174243774208534,0,0,0,1008081,1008082,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100808
100813,2.0,100812,141,145,100813,35,12.454692232155296,0,100771,0,1008131,1008132,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100813
100807,3.0,100808,136,141,100807,35,50.174243774208534,0,100813,100806,1008071,1008072,1008073,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100807
100814,2.0,100815,58,51,100814,65,1367.978246362014,0,100861,0,1008141,1008142,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100814
100817,2.0,100818,58,61,100817,65,506.91016041656115,0,100820,0,1008171,1008172,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100817
100815,1.0,100814,51,58,100815,65,1367.978246362014,0,100817,0,1008151,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100815
100861,3.0,0,51,98,100861,65,2121.557955915666,0,100862,0,1008611,1008612,1008613,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100861
100816,1.0,0,57,51,100816,45,229.7504198369918,0,100861,100815,1008161,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100816
100850,2.0,100849,57,167,100850,35,1506.6978933721607,0,100768,100810,1008501,1008502,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100850
100818,1.0,100817,61,58,100818,65,506.91016041656115,0,100814,0,1008181,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100818
100820,2.0,100819,61,67,100820,65,333.1738349217002,0,100839,100845,1008201,1008202,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100820
100819,1.0,100820,67,61,100819,65,333.1738349217002,0,100818,0,1008191,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100819
100839,1.0,100840,67,71,100839,65,43.85194122078202,0,100842,100833,1008391,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100839
100845,1.0,100846,67,74,100845,45,298.72757884798114,0,100826,100843,1008451,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100845
100821,1.0,100822,60,56,100821,45,33.451650384115695,0,100823,0,1008211,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100821
100825,2.0,100826,60,74,100825,45,111.72635500931608,100846,100843,0,1008251,1008252,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100825
100827,1.0,100828,60,65,100827,35,57.25483507491285,0,100837,100832,1008271,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100827
100829,1.0,100830,60,62,100829,45,23.90617012486738,0,100831,100824,1008291,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100829
100822,2.0,100821,56,60,100822,45,33.451650384115695,100829,100825,100827,1008221,1008222,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100822
100823,1.0,100824,56,62,100823,45,30.97488131361904,100830,100831,0,1008231,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100823
100824,1.0,100823,62,56,100824,45,30.97488131361904,0,100822,0,1008241,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100824
100830,1.0,100829,62,60,100830,45,23.90617012486738,100821,100825,100827,1008301,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100830
100831,1.0,100832,62,65,100831,45,35.740073115943595,0,100837,100828,1008311,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100831
100826,1.0,100825,74,60,100826,45,111.72635500931608,100827,100829,100821,1008261,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100826
100843,2.0,100844,74,106,100843,35,659.6217779551799,0,100799,100802,1008431,1008432,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100843
100846,1.0,100845,74,67,100846,45,298.72757884798114,0,100839,100819,1008461,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100846
100828,2.0,100827,65,60,100828,35,57.25483507491285,100821,100825,100829,1008281,1008282,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100828
100832,1.0,100831,65,62,100832,45,35.740073115943595,0,100824,100830,1008321,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100832
100837,1.0,100838,65,77,100837,45,314.25530718557667,0,100835,0,1008371,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100837
100833,1.0,100834,71,66,100833,35,18.332469767982364,0,100836,0,1008331,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100833
100840,2.0,100839,71,67,100840,65,43.85194122078202,100819,100845,0,1008401,1008402,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100840
100842,1.0,100841,71,80,100842,65,321.01060697178815,0,100848,0,1008421,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100842
100834,2.0,100833,66,71,100834,35,18.332469767982364,0,100842,100840,1008341,1008342,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100834
100836,1.0,100835,66,77,100836,65,321.04436224216875,0,100838,0,1008361,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100836
100835,2.0,100836,77,66,100835,65,321.04436224216875,0,100834,0,1008351,1008352,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100835
100838,1.0,100837,77,65,100838,45,314.25530718557667,100832,100828,0,1008381,0,0,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100838
100841,1.0,100842,80,71,100841,65,321.01060697178815,100833,100840,0,1008411,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100841
100848,2.0,100847,80,105,100848,35,556.4998020909916,100801,101139,101135,1008481,1008482,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100848
100851,2.0,100852,49,47,100851,65,285.35869596252996,0,0,0,1008511,1008512,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100851
100852,1.0,100851,47,49,100852,65,285.35869596252996,0,0,0,1008521,0,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100852
100853,2.0,100854,59,242,100853,35,2326.2526097610184,0,100746,0,1008531,1008532,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100853
100856,1.0,100855,59,63,100856,35,155.40132825218527,0,100898,0,1008561,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100856
100858,1.0,100857,59,43,100858,35,1188.031732327567,0,0,0,1008581,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100858
100855,1.0,100856,63,59,100855,35,155.40132825218527,100853,100858,0,1008551,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100855
100898,3.0,0,63,85,100898,35,727.5236638547335,100895,100897,0,1008981,1008982,1008983,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100898
100857,1.0,100858,43,59,100857,35,1188.031732327567,0,100856,100853,1008571,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100857
100859,3.0,0,96,43,100859,65,1448.1786410430905,0,100857,0,1008591,1008592,1008593,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100859
100860,5.0,0,96,98,100860,35,25.498760272071024,0,100862,0,1008601,1008602,1008603,1008604,1008605,0,0,0,0,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,100860
100862,3.0,0,98,111,100862,65,610.3484261106429,100882,100888,0,1008621,1008622,1008623,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100862
100882,2.0,0,111,162,100882,65,629.7660442359407,0,100881,0,1008821,1008822,0,0,0,0,0,0,0,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,100882
100888,3.0,0,111,112,100888,45,109.73269399333836,100887,100884,0,1008881,1008882,1008883,0,0,0,0,0,0,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,100888
