LinkID,LaneNum,TLinkID,FnJunction,TnJunction,SpeedLimit,Left,Through,Right,Lane1,Lane2,Lane3,Lane4,Lane5,Lane6,Lane7,Lane8,Lane9
103113,3,0,1125,1107,65,103112,103119,0,1031131,1031132,1031133,0,0,0,0,0,0
103114,1,0,1069,1033,35,0,103079,0,1031141,0,0,0,0,0,0,0,0
103376,3,0,1069,1015,35,103374,103375,0,1033761,1033762,1033763,0,0,0,0,0,0
103115,2,0,1086,1069,35,103114,103376,0,1031151,1031152,0,0,0,0,0,0,0
103116,2,0,1110,1086,35,0,103115,0,1031161,1031162,0,0,0,0,0,0,0
103118,2,0,1110,1125,45,0,103113,0,1031181,1031182,0,0,0,0,0,0,0
103117,2,0,1119,1110,45,103116,103118,0,1031171,1031172,0,0,0,0,0,0,0
103124,3,0,1119,1033,35,0,103079,0,1031241,1031242,1031243,0,0,0,0,0,0
103123,2,0,1111,1113,45,0,103127,0,1031231,1031232,0,0,0,0,0,0,0
103129,3,0,1111,1155,35,0,103148,0,1031291,1031292,1031293,0,0,0,0,0,0
103127,3,0,1113,1132,65,103353,103128,0,1031271,1031272,1031273,0,0,0,0,0,0
103148,3,0,1155,1323,35,103154,103191,103151,1031481,1031482,1031483,0,0,0,0,0,0
103125,3,0,1123,1119,35,103124,103117,0,1031251,1031252,1031253,0,0,0,0,0,0
103126,3,0,1138,1125,65,0,103113,0,1031261,1031262,1031263,0,0,0,0,0,0
103128,2,0,1132,1123,45,0,103125,0,1031281,1031282,0,0,0,0,0,0,0
103353,3,0,1132,1172,65,0,103334,0,1033531,1033532,1033533,0,0,0,0,0,0
103130,3,0,1163,1123,35,0,103125,0,1031301,1031302,1031303,0,0,0,0,0,0
103354,2,0,1163,1172,45,0,103334,0,1033541,1033542,0,0,0,0,0,0,0
103138,2,0,1094,1081,35,103135,103132,0,1031381,1031382,0,0,0,0,0,0,0
103132,2,0,1081,1053,35,103108,103109,0,1031321,1031322,0,0,0,0,0,0,0
103135,1,0,1081,1058,45,0,103136,103134,1031351,0,0,0,0,0,0,0,0
103134,1,103133,1058,1045,45,0,103103,103110,1031341,0,0,0,0,0,0,0,0
103136,2,0,1058,1043,45,0,103096,0,1031361,1031362,0,0,0,0,0,0,0
103140,2,0,1115,1094,35,0,103138,0,1031401,1031402,0,0,0,0,0,0,0
103159,3,103160,1115,1299,35,103158,103163,103161,1031591,1031592,1031593,0,0,0,0,0,0
103141,1,103142,1203,1061,35,0,103131,0,1031411,0,0,0,0,0,0,0,0
103150,2,0,1203,1314,35,103152,103186,103157,1031501,1031502,0,0,0,0,0,0,0
103143,4,0,1225,1163,35,103130,103354,0,1031431,1031432,1031433,1031434,0,0,0,0,0
103144,2,0,1242,1225,35,0,103143,0,1031441,1031442,0,0,0,0,0,0,0
103145,2,103146,1242,1248,35,0,103351,0,1031451,1031452,0,0,0,0,0,0,0
103146,3,103145,1248,1242,35,0,103144,0,1031461,1031462,1031463,0,0,0,0,0,0
103351,2,103352,1248,1313,35,0,103350,103348,1033511,1033512,0,0,0,0,0,0,0
103147,3,0,1327,1248,35,0,103146,103351,1031471,1031472,1031473,0,0,0,0,0,0
103156,3,103155,1327,1325,35,0,103153,103149,1031561,1031562,1031563,0,0,0,0,0,0
103347,2,103348,1327,1313,35,103352,103350,0,1033471,1033472,0,0,0,0,0,0,0
103151,3,103152,1323,1314,35,103186,103157,0,1031511,1031512,1031513,0,0,0,0,0,0
103154,2,103153,1323,1325,35,103149,103155,0,1031541,1031542,0,0,0,0,0,0,0
103191,2,0,1323,1467,35,103183,103227,103189,1031911,1031912,0,0,0,0,0,0,0
103149,2,0,1325,1225,35,0,103143,0,1031491,1031492,0,0,0,0,0,0,0
103153,3,103154,1325,1323,35,103191,103151,0,1031531,1031532,1031533,0,0,0,0,0,0
103155,2,103156,1325,1327,35,103147,103347,0,1031551,1031552,0,0,0,0,0,0,0
103152,2,103151,1314,1323,35,0,103154,103191,1031521,1031522,0,0,0,0,0,0,0
103157,3,103158,1314,1299,35,103163,103161,103160,1031571,1031572,1031573,0,0,0,0,0,0
103186,2,0,1314,1470,35,103190,103219,103187,1031861,1031862,0,0,0,0,0,0,0
103158,2,103157,1299,1314,35,0,103152,103186,1031581,1031582,0,0,0,0,0,0,0
103160,2,103159,1299,1115,35,0,103140,0,1031601,1031602,0,0,0,0,0,0,0
103161,3,103162,1299,1378,35,0,103052,103050,1031611,1031612,1031613,0,0,0,0,0,0
103163,3,103164,1299,1435,35,0,103168,103165,1031631,1031632,1031633,0,0,0,0,0,0
103164,2,103163,1435,1299,35,103161,103160,103158,1031641,1031642,0,0,0,0,0,0,0
103165,6,0,1435,1378,35,103052,103050,103162,1031651,1031652,1031653,1031654,1031655,1031656,0,0,0
103168,3,103167,1435,1436,35,103176,103169,0,1031681,1031682,1031683,0,0,0,0,0,0
103167,2,103168,1436,1435,35,103165,103164,0,1031671,1031672,0,0,0,0,0,0,0
103169,3,103170,1436,1590,35,0,102934,102944,1031691,1031692,1031693,0,0,0,0,0,0
103176,6,0,1436,1513,35,103178,103196,103171,1031761,1031762,1031763,1031764,1031765,1031766,0,0,0
103171,2,103172,1513,1530,35,0,103173,0,1031711,1031712,0,0,0,0,0,0,0
103178,2,103179,1513,1512,35,103177,103188,0,1031781,1031782,0,0,0,0,0,0,0
103196,6,0,1513,1612,35,103198,103201,103195,1031961,1031962,1031963,1031964,1031965,1031966,0,0,0
103172,2,103171,1530,1513,35,0,103178,103196,1031721,1031722,0,0,0,0,0,0,0
103173,2,0,1530,1539,35,0,103174,0,1031731,1031732,0,0,0,0,0,0,0
103174,2,103175,1539,1617,35,0,103194,102942,1031741,1031742,0,0,0,0,0,0,0
103177,6,0,1512,1435,35,103168,103165,103164,1031771,1031772,1031773,1031774,1031775,1031776,0,0,0
103179,2,103178,1512,1513,35,103196,103171,0,1031791,1031792,0,0,0,0,0,0,0
103188,2,103187,1512,1470,35,0,103190,103219,1031881,1031882,0,0,0,0,0,0,0
103180,2,0,1465,1325,35,103153,103149,103155,1031801,1031802,0,0,0,0,0,0,0
103182,3,103181,1465,1464,35,103185,103301,0,1031821,1031822,1031823,0,0,0,0,0,0
103184,3,103183,1465,1467,35,103227,103189,0,1031841,1031842,1031843,0,0,0,0,0,0
103181,3,103182,1464,1465,35,0,103184,103180,1031811,1031812,1031813,0,0,0,0,0,0
103185,3,0,1464,1327,35,103156,103147,103347,1031851,1031852,1031853,0,0,0,0,0,0
103301,2,103300,1464,1418,35,103341,103308,103303,1033011,1033012,0,0,0,0,0,0,0
103183,3,103184,1467,1465,35,103180,103182,0,1031831,1031832,1031833,0,0,0,0,0,0
103189,2,103190,1467,1470,35,103219,103187,0,1031891,1031892,0,0,0,0,0,0,0
103227,2,0,1467,1634,35,103228,103230,103223,1032271,1032272,0,0,0,0,0,0,0
103187,2,103188,1470,1512,35,0,103179,103177,1031871,1031872,0,0,0,0,0,0,0
103190,2,103189,1470,1467,35,0,103183,103227,1031901,1031902,0,0,0,0,0,0,0
103219,3,0,1470,1633,35,0,103222,103221,1032191,1032192,1032193,0,0,0,0,0,0
103193,3,103192,1714,1697,35,0,102902,0,1031931,1031932,1031933,0,0,0,0,0,0
103210,3,0,1714,1642,35,103208,103212,103213,1032101,1032102,1032103,0,0,0,0,0,0
103270,3,103271,1714,1717,35,0,103250,0,1032701,1032702,1032703,0,0,0,0,0,0
103195,3,103194,1612,1617,35,0,102942,103175,1031951,1031952,1031953,0,0,0,0,0,0
103198,3,103199,1612,1608,35,0,103197,0,1031981,1031982,1031983,0,0,0,0,0,0
103201,3,103200,1612,1626,35,0,103203,0,1032011,1032012,1032013,0,0,0,0,0,0
103197,6,0,1608,1512,35,103179,103177,103188,1031971,1031972,1031973,1031974,1031975,1031976,0,0,0
103199,3,103198,1608,1612,35,103201,103195,0,1031991,1031992,1031993,0,0,0,0,0,0
103200,3,103201,1626,1612,35,0,103195,103198,1032001,1032002,1032003,0,0,0,0,0,0
103203,1,103202,1626,1631,35,0,103209,0,1032031,0,0,0,0,0,0,0,0
103202,1,103203,1631,1626,35,0,103200,0,1032021,0,0,0,0,0,0,0,0
103209,1,103208,1631,1642,35,103212,103213,0,1032091,0,0,0,0,0,0,0,0
103204,4,0,1629,1608,35,103199,103197,0,1032041,1032042,1032043,1032044,0,0,0,0,0
103207,1,103206,1629,1632,35,0,103220,103224,1032071,0,0,0,0,0,0,0,0
103205,2,0,1639,1629,35,0,103204,103207,1032051,1032052,0,0,0,0,0,0,0
103211,1,103212,1639,1642,35,0,103213,103208,1032111,0,0,0,0,0,0,0,0
103225,1,103224,1639,1632,35,0,103206,103220,1032251,0,0,0,0,0,0,0,0
103206,1,103207,1632,1629,35,0,103204,0,1032061,0,0,0,0,0,0,0,0
103220,2,103221,1632,1633,35,0,103222,0,1032201,1032202,0,0,0,0,0,0,0
103224,1,103225,1632,1639,35,0,103211,103205,1032241,0,0,0,0,0,0,0,0
103208,1,103209,1642,1631,35,0,103202,0,1032081,0,0,0,0,0,0,0,0
103212,1,103211,1642,1639,35,103205,103225,0,1032121,0,0,0,0,0,0,0,0
103213,6,0,1642,1647,35,103215,103226,103249,1032131,1032132,1032133,1032134,1032135,1032136,0,0,0
103215,1,103214,1647,1645,35,103217,103216,0,1032151,0,0,0,0,0,0,0,0
103226,5,0,1647,1657,35,103243,103244,0,1032261,1032262,1032263,1032264,1032265,0,0,0,0
103249,4,0,1647,1717,35,103250,103271,0,1032491,1032492,1032493,1032494,0,0,0,0,0
103214,1,103215,1645,1647,35,103226,103249,0,1032141,0,0,0,0,0,0,0,0
103216,2,0,1645,1633,35,0,103221,103222,1032161,1032162,0,0,0,0,0,0,0
103217,6,0,1645,1639,35,103211,103205,103225,1032171,1032172,1032173,1032174,1032175,1032176,0,0,0
103221,3,103220,1633,1632,35,103224,103206,0,1032211,1032212,1032213,0,0,0,0,0,0
103222,2,103223,1633,1634,35,0,103228,103230,1032221,1032222,0,0,0,0,0,0,0
103218,5,0,1655,1645,35,103214,103217,103216,1032181,1032182,1032183,1032184,1032185,0,0,0,0
103246,5,0,1655,1657,35,103243,103244,0,1032461,1032462,1032463,1032464,1032465,0,0,0,0
103223,3,103222,1634,1633,35,0,103221,0,1032231,1032232,1032233,0,0,0,0,0,0
103228,2,103229,1634,1635,35,103231,103233,0,1032281,1032282,0,0,0,0,0,0,0
103230,5,0,1634,1655,35,0,103246,103218,1032301,1032302,1032303,1032304,1032305,0,0,0,0
103243,6,0,1657,1667,35,103239,103235,0,1032431,1032432,1032433,1032434,1032435,1032436,0,0,0
103244,3,0,1657,1682,35,103252,103245,0,1032441,1032442,1032443,0,0,0,0,0,0
103229,3,103228,1635,1634,35,103230,103223,0,1032291,1032292,1032293,0,0,0,0,0,0
103231,2,0,1635,1465,35,103184,103180,103182,1032311,1032312,0,0,0,0,0,0,0
103233,2,103232,1635,1636,35,103234,103295,0,1032331,1032332,0,0,0,0,0,0,0
103232,3,103233,1636,1635,35,0,103229,103231,1032321,1032322,1032323,0,0,0,0,0,0
103234,2,0,1636,1464,35,103181,103185,103301,1032341,1032342,0,0,0,0,0,0,0
103295,2,103296,1636,1643,35,0,103299,0,1032951,1032952,0,0,0,0,0,0,0
103235,5,0,1667,1674,35,103236,103238,0,1032351,1032352,1032353,1032354,1032355,0,0,0,0
103239,2,0,1667,1663,35,103240,103241,0,1032391,1032392,0,0,0,0,0,0,0
103236,5,0,1674,1663,35,0,103240,103241,1032361,1032362,1032363,1032364,1032365,0,0,0,0
103238,2,103237,1674,1679,35,0,103293,103291,1032381,1032382,0,0,0,0,0,0,0
103240,6,0,1663,1655,35,103246,103218,0,1032401,1032402,1032403,1032404,1032405,1032406,0,0,0
103241,2,0,1663,1660,35,103248,103247,0,1032411,1032412,0,0,0,0,0,0,0
103237,3,103238,1679,1674,35,0,103236,0,1032371,1032372,1032373,0,0,0,0,0,0
103291,1,103292,1679,1716,35,0,103287,0,1032911,0,0,0,0,0,0,0,0
103293,3,103294,1679,1652,35,0,103297,0,1032931,1032932,1032933,0,0,0,0,0,0
103247,2,0,1660,1636,35,103232,103234,103295,1032471,1032472,0,0,0,0,0,0,0
103248,2,0,1660,1635,35,103229,103231,103233,1032481,1032482,0,0,0,0,0,0,0
103242,2,0,1670,1667,35,0,103239,103235,1032421,1032422,0,0,0,0,0,0,0
103245,6,0,1682,1741,45,0,103268,0,1032451,1032452,1032453,1032454,1032455,1032456,0,0,0
103252,3,0,1682,1759,35,0,103258,0,1032521,1032522,1032523,0,0,0,0,0,0
103268,1,0,1741,1760,45,0,103269,0,1032681,0,0,0,0,0,0,0,0
103250,1,0,1717,1741,45,0,103268,0,1032501,0,0,0,0,0,0,0,0
103271,3,103270,1717,1714,35,0,103193,103210,1032711,1032712,1032713,0,0,0,0,0,0
103251,3,0,1753,1670,35,0,103242,0,1032511,1032512,1032513,0,0,0,0,0,0
103264,2,0,1753,1762,45,0,103263,0,1032641,1032642,0,0,0,0,0,0,0
103258,4,0,1759,1784,35,103259,103255,0,1032581,1032582,1032583,1032584,0,0,0,0,0
103253,2,0,1769,1759,45,0,103258,0,1032531,1032532,0,0,0,0,0,0,0
103267,3,0,1769,1760,65,0,103269,0,1032671,1032672,1032673,0,0,0,0,0,0
103254,2,0,1776,1773,65,0,103262,0,1032541,1032542,0,0,0,0,0,0,0
103257,2,0,1776,1836,45,0,103273,0,1032571,1032572,0,0,0,0,0,0,0
103262,4,0,1773,1768,65,103281,103260,0,1032621,1032622,1032623,1032624,0,0,0,0,0
103255,2,0,1784,1773,45,0,103262,0,1032551,1032552,0,0,0,0,0,0,0
103259,3,0,1784,1836,35,0,103273,0,1032591,1032592,1032593,0,0,0,0,0,0
103273,2,0,1836,1886,35,102881,102884,0,1032731,1032732,0,0,0,0,0,0,0
103260,2,0,1768,1789,45,0,103265,0,1032601,1032602,0,0,0,0,0,0,0
103281,3,0,1768,1742,65,0,103280,0,1032811,1032812,1032813,0,0,0,0,0,0
103265,4,0,1789,1753,35,103251,103264,0,1032651,1032652,1032653,1032654,0,0,0,0,0
103261,3,0,1830,1789,35,0,103265,0,1032611,1032612,1032613,0,0,0,0,0,0
103282,2,0,1830,1742,45,0,103280,0,1032821,1032822,0,0,0,0,0,0,0
103263,4,0,1762,1769,65,103267,103253,0,1032631,1032632,1032633,1032634,0,0,0,0,0
103266,3,0,1743,1762,65,0,103263,0,1032661,1032662,1032663,0,0,0,0,0,0
103284,2,0,1743,1670,45,0,103242,0,1032841,1032842,0,0,0,0,0,0,0
103269,3,0,1760,1735,65,102890,102889,0,1032691,1032692,1032693,0,0,0,0,0,0
103274,1,0,1738,1763,45,0,103275,103285,1032741,0,0,0,0,0,0,0,0
103279,2,0,1738,1731,65,0,103641,0,1032791,1032792,0,0,0,0,0,0,0
103275,2,103276,1763,1764,35,0,103290,0,1032751,1032752,0,0,0,0,0,0,0
103285,1,103286,1763,1727,35,103288,103289,0,1032851,0,0,0,0,0,0,0,0
103276,2,103275,1764,1763,35,0,103285,0,1032761,1032762,0,0,0,0,0,0,0
103290,1,0,1764,1731,45,0,103641,0,1032901,0,0,0,0,0,0,0,0
103277,2,0,1729,1739,65,0,103283,0,1032771,1032772,0,0,0,0,0,0,0
103278,1,0,1729,1716,45,0,103287,103292,1032781,0,0,0,0,0,0,0,0
103283,3,0,1739,1743,65,103266,103284,0,1032831,1032832,1032833,0,0,0,0,0,0
103287,1,103288,1716,1727,35,0,103286,103289,1032871,0,0,0,0,0,0,0,0
103292,1,103291,1716,1679,35,0,103237,103293,1032921,0,0,0,0,0,0,0,0
103641,3,0,1731,1799,65,103643,103642,0,1036411,1036412,1036413,0,0,0,0,0,0
103280,4,0,1742,1738,65,103279,103274,0,1032801,1032802,1032803,1032804,0,0,0,0,0
103286,1,103285,1727,1763,35,0,103275,0,1032861,0,0,0,0,0,0,0,0
103288,1,103287,1727,1716,35,0,103292,0,1032881,0,0,0,0,0,0,0,0
103289,1,0,1727,1739,45,0,103283,0,1032891,0,0,0,0,0,0,0,0
103294,2,103293,1652,1679,35,103291,103237,0,1032941,1032942,0,0,0,0,0,0,0
103297,2,0,1652,1643,35,0,103299,103296,1032971,1032972,0,0,0,0,0,0,0
103296,3,103295,1643,1636,35,0,103232,103234,1032961,1032962,1032963,0,0,0,0,0,0
103299,2,103298,1643,1587,35,103302,103631,103694,1032991,1032992,0,0,0,0,0,0,0
103298,3,103299,1587,1643,35,0,103296,0,1032981,1032982,1032983,0,0,0,0,0,0
103302,3,103303,1587,1418,35,103300,103341,103308,1033021,1033022,1033023,0,0,0,0,0,0
103631,2,103632,1587,1575,35,0,103628,103633,1036311,1036312,0,0,0,0,0,0,0
103694,2,103693,1587,1807,35,0,103640,103684,1036941,1036942,0,0,0,0,0,0,0
103300,3,103301,1418,1464,35,0,103181,103185,1033001,1033002,1033003,0,0,0,0,0,0
103303,2,103302,1418,1587,35,103631,103694,103298,1033031,1033032,0,0,0,0,0,0,0
103308,2,103309,1418,1375,35,103340,103313,103307,1033081,1033082,0,0,0,0,0,0,0
103341,2,103342,1418,1391,35,0,103343,0,1033411,1033412,0,0,0,0,0,0,0
103304,3,103305,1400,1434,35,0,103630,0,1033041,1033042,1033043,0,0,0,0,0,0
103306,2,103307,1400,1375,35,103309,103340,103313,1033061,1033062,0,0,0,0,0,0,0
103311,1,103310,1400,1332,35,0,103318,0,1033111,0,0,0,0,0,0,0,0
103305,3,103304,1434,1400,35,103306,103311,0,1033051,1033052,1033053,0,0,0,0,0,0
103630,2,0,1434,1575,35,103628,103633,103632,1036301,1036302,0,0,0,0,0,0,0
103307,1,103306,1375,1400,35,0,103304,103311,1033071,0,0,0,0,0,0,0,0
103309,3,103308,1375,1418,35,103303,103300,103341,1033091,1033092,1033093,0,0,0,0,0,0
103313,2,103314,1375,1339,35,0,103312,0,1033131,1033132,0,0,0,0,0,0,0
103340,3,103339,1375,1338,35,0,103346,0,1033401,1033402,1033403,0,0,0,0,0,0
103310,2,103311,1332,1400,35,0,103304,103306,1033101,1033102,0,0,0,0,0,0,0
103318,3,0,1332,1315,35,103317,103319,0,1033181,1033182,1033183,0,0,0,0,0,0
103312,3,0,1339,1332,35,0,103318,103310,1033121,1033122,1033123,0,0,0,0,0,0
103314,3,103313,1339,1375,35,103307,103309,103340,1033141,1033142,1033143,0,0,0,0,0,0
103315,2,0,1324,1339,35,103312,103314,0,1033151,1033152,0,0,0,0,0,0,0
103316,3,0,1324,1332,35,0,103310,103318,1033161,1033162,1033163,0,0,0,0,0,0
103317,4,0,1315,1324,35,103316,103315,0,1033171,1033172,1033173,1033174,0,0,0,0,0
103319,3,103320,1315,1291,35,0,103325,103594,1033191,1033192,1033193,0,0,0,0,0,0
103320,3,103319,1291,1315,35,0,103317,0,1033201,1033202,1033203,0,0,0,0,0,0
103325,3,103326,1291,1267,35,0,103327,0,1033251,1033252,1033253,0,0,0,0,0,0
103594,3,103595,1291,1495,35,0,103597,0,1035941,1035942,1035943,0,0,0,0,0,0
103321,6,0,1284,1291,35,103594,103320,103325,1033211,1033212,1033213,1033214,1033215,1033216,0,0,0
103323,3,103322,1284,1255,35,103324,103390,0,1033231,1033232,1033233,0,0,0,0,0,0
103322,3,103323,1255,1284,35,0,103321,0,1033221,1033222,1033223,0,0,0,0,0,0
103324,3,0,1255,1267,35,0,103326,103327,1033241,1033242,1033243,0,0,0,0,0,0
103390,3,103389,1255,1037,35,0,103386,103421,1033901,1033902,1033903,0,0,0,0,0,0
103326,3,103325,1267,1291,35,0,103594,103320,1033261,1033262,1033263,0,0,0,0,0,0
103327,3,103328,1267,1235,35,103330,103331,0,1033271,1033272,1033273,0,0,0,0,0,0
103328,3,103327,1235,1267,35,0,103326,0,1033281,1033282,1033283,0,0,0,0,0,0
103330,3,103329,1235,1231,35,0,103335,103333,1033301,1033302,1033303,0,0,0,0,0,0
103331,1,0,1235,1230,45,0,103332,0,1033311,0,0,0,0,0,0,0,0
103329,3,103330,1231,1235,35,0,103328,103331,1033291,1033292,1033293,0,0,0,0,0,0
103333,2,0,1231,1230,45,0,103332,0,1033331,1033332,0,0,0,0,0,0,0
103335,1,103336,1231,1200,35,103337,103362,0,1033351,0,0,0,0,0,0,0,0
103332,1,0,1230,1233,45,0,103394,0,1033321,0,0,0,0,0,0,0,0
103394,3,0,1233,1227,65,103442,103432,0,1033941,1033942,1033943,0,0,0,0,0,0
103334,2,0,1172,1233,65,0,103394,0,1033341,1033342,0,0,0,0,0,0,0
103336,1,103335,1200,1231,35,103333,103329,0,1033361,0,0,0,0,0,0,0,0
103337,3,0,1200,1197,35,103338,103358,0,1033371,1033372,1033373,0,0,0,0,0,0
103362,3,103363,1200,1052,35,0,103367,103364,1033621,1033622,1033623,0,0,0,0,0,0
103338,1,0,1197,1191,45,0,103355,0,1033381,0,0,0,0,0,0,0,0
103358,3,0,1197,1157,35,0,103359,0,1033581,1033582,1033583,0,0,0,0,0,0
103355,3,0,1191,1173,65,103357,103356,0,1033551,1033552,1033553,0,0,0,0,0,0
103339,2,103340,1338,1375,35,103313,103307,103309,1033391,1033392,0,0,0,0,0,0,0
103346,3,103345,1338,1337,35,103344,103349,0,1033461,1033462,1033463,0,0,0,0,0,0
103342,3,103341,1391,1418,35,103308,103303,103300,1033421,1033422,1033423,0,0,0,0,0,0
103343,3,0,1391,1338,35,0,103346,103339,1033431,1033432,1033433,0,0,0,0,0,0
103344,3,0,1337,1391,35,0,103342,103343,1033441,1033442,1033443,0,0,0,0,0,0
103345,2,103346,1337,1338,35,0,103339,0,1033451,1033452,0,0,0,0,0,0,0
103349,3,103350,1337,1313,35,0,103348,103352,1033491,1033492,1033493,0,0,0,0,0,0
103348,3,103347,1313,1327,35,0,103156,103147,1033481,1033482,1033483,0,0,0,0,0,0
103350,2,103349,1313,1337,35,0,103345,103344,1033501,1033502,0,0,0,0,0,0,0
103352,3,103351,1313,1248,35,0,103146,0,1033521,1033522,1033523,0,0,0,0,0,0
103356,2,0,1173,1157,45,0,103359,0,1033561,1033562,0,0,0,0,0,0,0
103357,3,0,1173,1138,65,0,103126,0,1033571,1033572,1033573,0,0,0,0,0,0
103359,2,0,1157,1154,35,103361,103360,0,1033591,1033592,0,0,0,0,0,0,0
103360,2,0,1154,1086,35,0,103115,0,1033601,1033602,0,0,0,0,0,0,0
103361,2,0,1154,1138,45,0,103126,0,1033611,1033612,0,0,0,0,0,0,0
103363,2,103362,1052,1200,35,0,103336,103337,1033631,1033632,0,0,0,0,0,0,0
103364,3,0,1052,1014,35,0,103368,0,1033641,1033642,1033643,0,0,0,0,0,0
103367,3,103366,1052,1017,35,0,103365,0,1033671,1033672,1033673,0,0,0,0,0,0
103368,3,0,1014,985,35,103369,103371,0,1033681,1033682,1033683,0,0,0,0,0,0
103365,3,0,1017,1014,35,0,103368,0,1033651,1033652,1033653,0,0,0,0,0,0
103366,2,103367,1017,1052,35,0,103363,103364,1033661,1033662,0,0,0,0,0,0,0
103369,2,103370,985,1004,35,0,103373,0,1033691,1033692,0,0,0,0,0,0,0
103371,3,0,985,992,45,0,103078,0,1033711,1033712,1033713,0,0,0,0,0,0
103372,3,0,1003,992,65,0,103078,0,1033721,1033722,1033723,0,0,0,0,0,0
103374,3,103373,1015,1004,35,0,103370,0,1033741,1033742,1033743,0,0,0,0,0,0
103375,3,0,1015,1017,35,0,103365,103366,1033751,1033752,1033753,0,0,0,0,0,0
103377,4,0,974,1003,65,0,103372,0,1033771,1033772,1033773,1033774,0,0,0,0,0
103378,2,0,965,1003,35,0,103372,0,1033781,1033782,0,0,0,0,0,0,0
103379,2,0,971,965,45,0,103378,0,1033791,1033792,0,0,0,0,0,0,0
103380,2,0,971,974,65,0,103377,0,1033801,1033802,0,0,0,0,0,0,0
103382,4,0,978,972,65,103383,103483,0,1033821,1033822,1033823,1033824,0,0,0,0,0
103388,2,0,978,1037,35,103386,103421,103389,1033881,1033882,0,0,0,0,0,0,0
103383,3,0,972,822,65,0,101777,0,1033831,1033832,1033833,0,0,0,0,0,0
103483,3,0,972,1101,65,103481,103482,0,1034831,1034832,1034833,0,0,0,0,0,0
103385,3,0,1031,965,35,0,103378,0,1033851,1033852,1033853,0,0,0,0,0,0
103387,2,103386,1031,1037,35,103421,103389,0,1033871,1033872,0,0,0,0,0,0,0
103488,3,103487,1031,968,35,0,103490,103486,1034881,1034882,1034883,0,0,0,0,0,0
103386,3,103387,1037,1031,35,103385,103488,0,1033861,1033862,1033863,0,0,0,0,0,0
103389,2,103390,1037,1255,35,103322,103324,0,1033891,1033892,0,0,0,0,0,0,0
103421,3,0,1037,1165,35,103420,103392,0,1034211,1034212,1034213,0,0,0,0,0,0
103391,3,0,1229,1191,65,0,103355,0,1033911,1033912,1033913,0,0,0,0,0,0
103392,2,0,1165,1229,45,0,103391,0,1033921,1033922,0,0,0,0,0,0,0
103420,2,0,1165,1205,35,0,103428,0,1034201,1034202,0,0,0,0,0,0,0
103393,2,0,1216,1229,65,0,103391,0,1033931,1033932,0,0,0,0,0,0,0
103419,2,0,1216,1205,45,0,103428,0,1034191,1034192,0,0,0,0,0,0,0
103432,2,0,1227,1263,45,0,103414,0,1034321,1034322,0,0,0,0,0,0,0
103442,2,0,1227,1204,65,0,103451,0,1034421,1034422,0,0,0,0,0,0,0
103395,3,0,1366,1480,35,0,103512,0,1033951,1033952,1033953,0,0,0,0,0,0
103396,2,0,1366,1401,45,0,103510,0,1033961,1033962,0,0,0,0,0,0,0
103512,4,0,1480,1498,35,103516,103585,103588,1035121,1035122,1035123,1035124,0,0,0,0,0
103510,3,0,1401,1439,65,103580,103511,0,1035101,1035102,1035103,0,0,0,0,0,0
103397,2,0,1305,1334,35,103399,103508,0,1033971,1033972,0,0,0,0,0,0,0
103403,2,0,1305,1330,35,103402,103400,103398,1034031,1034032,0,0,0,0,0,0,0
103399,2,103398,1334,1330,35,0,103402,103400,1033991,1033992,0,0,0,0,0,0,0
103508,3,0,1334,1451,35,0,103592,0,1035081,1035082,1035083,0,0,0,0,0,0
103398,2,103399,1330,1334,35,0,103508,0,1033981,1033982,0,0,0,0,0,0,0
103400,2,0,1330,1366,35,103396,103395,0,1034001,1034002,0,0,0,0,0,0,0
103402,2,103401,1330,1326,35,103406,103502,0,1034021,1034022,0,0,0,0,0,0,0
103401,2,103402,1326,1330,35,103400,103398,0,1034011,1034012,0,0,0,0,0,0,0
103406,1,0,1326,1301,35,0,103408,0,1034061,0,0,0,0,0,0,0,0
103502,2,103501,1326,1342,35,0,0,0,1035021,1035022,0,0,0,0,0,0,0
103404,3,0,1399,1336,65,103439,103436,0,1034041,1034042,1034043,0,0,0,0,0,0
103445,1,0,1399,1258,45,0,103452,0,1034451,0,0,0,0,0,0,0,0
103436,2,0,1336,1217,65,0,103470,0,1034361,1034362,0,0,0,0,0,0,0
103439,2,0,1336,1184,65,0,103441,0,1034391,1034392,0,0,0,0,0,0,0
103405,2,0,1406,1301,45,0,103408,0,1034051,1034052,0,0,0,0,0,0,0
103437,2,0,1406,1265,45,103435,103438,0,1034371,1034372,0,0,0,0,0,0,0
103408,3,0,1301,1282,35,103412,103446,103410,1034081,1034082,1034083,0,0,0,0,0,0
103407,3,0,1274,1393,65,0,103506,0,1034071,1034072,1034073,0,0,0,0,0,0
103506,3,0,1393,1428,65,103593,103507,0,1035061,1035062,1035063,0,0,0,0,0,0
103410,2,103409,1282,1250,35,0,103448,0,1034101,1034102,0,0,0,0,0,0,0
103412,2,103411,1282,1283,35,0,103413,0,1034121,1034122,0,0,0,0,0,0,0
103446,2,0,1282,1270,35,0,103444,0,1034461,1034462,0,0,0,0,0,0,0
103409,2,103410,1250,1282,35,0,103412,103446,1034091,1034092,0,0,0,0,0,0,0
103448,2,103447,1250,1245,35,0,103450,0,1034481,1034482,0,0,0,0,0,0,0
