2,100000,1000061,1000581,0,1000001,6.35264307
3,100062,1000611,1000641,0,1000621,1563.943869
4,100062,0,1000642,0,1000622,1562.922995
5,100001,1000621,1000021,0,1000011,6.352643068
6,100006,1000051,1000421,0,1000061,1792.465183
7,100006,0,1000422,0,1000062,1791.212526
8,100058,0,1000522,1000543,1000582,1532.896001
9,100058,0,1000521,0,1000581,1535.728036
10,100003,0,0,1000622,1000032,558.0757847
11,100003,0,1000001,0,1000031,552.5748843
12,100004,0,1000031,0,1000042,936.2251799
13,100029,0,0,1000273,1000292,1393.129499
14,100029,0,1000251,0,1000291,1392.848868
15,100005,0,1000622,1000021,1000052,1791.33739
16,100005,1000001,1000621,0,1000051,1790.691688
17,100042,0,1000411,0,1000421,363.4389027
18,100042,0,1000412,0,1000422,363.4702099
19,100007,0,1000131,1088843,1000071,54.81605868
20,100019,0,0,1000213,1000194,526.6441926
21,100019,0,1000201,0,1000192,526.2836267
22,100019,0,1000202,0,1000193,525.9230594
23,100008,0,1000191,0,1000081,54.77910526
24,100008,0,1000192,0,1000082,54.7606298
25,100013,0,1000161,0,1000131,13.67934465
26,100013,0,1000162,0,1000132,13.67934441
27,108884,0,1088951,0,1088842,639.9780447
28,108884,0,0,0,1088841,639.0617563
29,100009,0,1000231,0,1000092,10.3126842
30,100009,0,0,0,1000091,10.31268153
31,100011,0,1000151,0,1000112,78.93272976
32,100011,0,0,0,1000111,77.66338043
33,100023,0,1000241,0,1000231,531.4843838
34,100023,0,1000242,0,1000232,531.7222225
35,100012,0,1000091,0,1000122,79.23800688
36,100015,0,1000141,0,1000151,5.095696111
37,100014,1088841,1000081,0,1000141,13.67934513
38,100016,0,1000121,0,1000161,5.095695813
39,100016,0,1000122,0,1000162,5.095695665
40,100017,0,1000211,0,1000172,10.02062142
41,100017,0,1000212,0,1000173,10.02062103
42,100017,0,0,0,1000171,10.02062064
43,108880,0,0,1088763,1088804,1574.492862
44,108880,0,1088791,0,1088802,1577.622474
45,108880,0,1088792,0,1088803,1580.751755
46,100020,0,1000391,0,1000202,48.44648096
47,100020,0,1000392,0,1000203,48.44646706
48,100020,0,0,0,1000201,48.44645316
49,100021,0,0,1000221,1000213,97.33026956
50,100021,0,1000241,0,1000212,97.53837929
51,100018,0,1088801,0,1000182,48.96357784
52,100018,0,1088802,0,1000183,48.96359157
53,100018,0,0,0,1000181,48.9636053
54,108706,0,1087051,0,1087062,9496.564174
55,100026,0,1087061,0,1000262,10.90507355
56,100026,0,1087062,0,1000263,10.90507386
57,100026,0,0,0,1000261,10.90507418
58,100039,0,1000401,0,1000392,701.0785718
59,100039,0,1000402,0,1000393,701.3592536
60,100039,0,0,0,1000391,701.6399276
61,100022,0,1000101,1000113,1000221,531.0087315
62,100024,1000271,1000281,0,1000241,48.39859857
63,100024,0,1000282,0,1000242,48.39858643
64,100025,0,1000221,0,1000251,48.39862287
65,100027,0,0,1000394,1000273,92.34867402
66,100027,0,1000261,0,1000272,92.15081185
67,100028,0,1000041,0,1000281,1393.690779
68,100028,0,1000042,0,1000282,1393.971411
69,100030,1000331,1000341,0,1000301,9.023520905
70,100030,0,1000342,0,1000302,9.023520905
71,108877,0,1088781,0,1088772,2267.69946
72,100031,0,1088771,0,1000311,9.023520907
73,100033,0,0,1000324,1000333,591.6087699
74,100033,0,1000491,0,1000332,590.5592735
75,100034,0,0,1000364,1000342,56.84133188
76,100034,0,1000371,0,1000341,56.44526869
77,100032,0,1088771,0,1000322,592.460776
78,100032,0,1088772,0,1000323,591.7619078
79,100032,0,0,0,1000321,591.0630666
80,100049,0,1000471,0,1000491,3165.948442
81,100049,0,1000472,0,1000492,3166.067401
82,100035,0,1000311,1000333,1000351,57.63345439
83,100036,0,0,1087063,1000364,705.0851639
84,100036,0,1000181,0,1000362,705.1014184
85,100036,0,1000182,0,1000363,705.1177102
86,100037,0,1000401,0,1000371,11.05399027
87,100038,1000361,1000351,0,1000381,11.05399027
88,100040,0,1000431,0,1000402,71.21351801
89,100040,0,1000432,0,1000403,71.14232755
90,100040,0,0,0,1000401,71.07094952
91,100041,0,0,1000351,1000413,70.93835033
92,100041,0,1000361,0,1000412,69.26451806
93,100041,0,0,0,1000411,67.59068473
94,100043,0,1000051,0,1000431,363.3762854
95,100043,0,1000052,0,1000432,363.3449818
96,100044,0,0,1000722,1000443,124.1152032
97,100044,0,1000451,0,1000442,120.7079174
98,100050,0,0,1000534,1000504,22.77988899
99,100050,0,1000461,0,1000502,22.7798952
100,100050,0,1000462,0,1000503,22.77990141
101,100045,0,0,1000472,1000453,146.8013338
102,100045,0,1000481,0,1000452,147.2063135
103,100072,0,1000711,0,1000721,1216.819668
104,100072,0,1000712,0,1000722,1219.26216
105,100047,0,1000531,0,1000471,13.76524274
106,100047,0,1000532,0,1000472,13.7419609
107,100048,0,1000321,0,1000481,3165.710681
108,100048,0,1000322,0,1000482,3165.592004
109,100046,0,1000481,0,1000461,13.81180791
110,100046,0,1000482,0,1000462,13.83508258
111,100053,0,0,1000592,1000534,10.65628433
112,100053,0,1000541,0,1000532,10.65628154
113,100053,0,1000542,0,1000533,10.65627876
114,100053,0,0,0,1000531,10.65627597
115,100051,0,1000502,1000443,1000512,45.97367169
116,100051,0,1000501,0,1000511,45.50232518
117,100055,0,1000572,1000562,1000552,25.82805809
118,100055,0,1000571,0,1000551,25.82806336
119,100052,0,1000442,1000504,1000522,19.18055361
120,100052,0,1000441,0,1000521,19.18055205
121,100054,0,0,1000572,1000543,36.47242728
122,100054,0,1000561,0,1000542,36.41026194
123,100059,0,0,1000062,1000592,1527.231586
124,100059,0,1000011,0,1000591,1524.399408
125,100056,1000611,1000641,0,1000561,8.455814341
126,100056,0,1000642,0,1000562,8.455811265
127,100057,0,1000062,1000582,1000572,1556.988849
128,100057,1000011,1000061,0,1000571,1558.020489
129,100061,1000601,1000741,0,1000611,23.2887419
130,100061,0,1000742,0,1000612,23.2887375
131,100064,0,1000661,0,1000642,1979.854419
132,100064,0,1000662,0,1000643,1979.009259
133,100060,1000551,1000511,0,1000601,6.198459014
134,100060,0,1000512,0,1000602,6.198460991
135,100074,1000711,1000731,0,1000741,1299.374566
136,100074,0,1000732,0,1000742,1274.526309
137,100063,0,0,1000742,1000634,1957.881709
138,100063,0,1000601,0,1000632,1959.089992
139,100063,0,1000602,0,1000633,1960.298366
140,100067,0,1000701,0,1000671,818.0115019
141,100066,1000631,1000671,0,1000661,18.03266696
142,100068,0,1000652,1000634,1000682,814.8029294
143,100068,0,1000651,0,1000681,813.1984325
144,100070,0,1000761,0,1000701,31.63074809
145,100069,0,1000681,0,1000691,33.45802592
146,100076,0,1000771,1000802,1000761,538.9697423
147,100071,1000551,1000511,0,1000711,1259.417488
148,100071,0,1000512,0,1000712,1260.515503
149,100073,0,1000451,0,1000731,1211.934579
150,100073,0,1000452,0,1000732,1209.492049
151,100075,0,1000691,0,1000751,535.8637187
152,100080,0,1000821,0,1000801,303.9901681
153,100078,1000801,1000751,0,1000781,21.49031424
154,100079,0,1000781,0,1000791,307.2241452
155,100079,0,1000782,0,1000792,307.4451797
156,100082,0,1000791,0,1000821,13.3935487
157,100083,0,1000921,0,1000831,159.3202186
158,100083,0,1000922,0,1000832,159.515759
159,100094,0,1003561,0,1000942,580.6692362
160,100092,0,1003841,0,1000922,243.822984
161,100092,0,0,0,1000921,243.7803039
162,100084,0,1007351,0,1000841,99.14196908
163,100084,0,1007352,0,1000842,99.3560308
164,100091,0,1000921,0,1000912,265.093056
165,100735,0,1007371,0,1007352,17.10999881
166,100735,0,0,0,1007351,17.28821882
167,100085,0,1000871,0,1000852,176.6725853
168,100085,0,0,0,1000851,176.6757014
169,100086,0,1007381,0,1000861,167.6266752
170,100087,0,1007351,0,1000872,276.2913596
171,100738,0,1007431,0,1007382,510.3072967
172,100088,0,1007381,0,1000882,533.4791141
173,100090,0,1000851,0,1000901,193.7838564
174,100090,0,1000852,0,1000902,193.798618
175,100089,0,1000901,0,1000892,400.908233
176,100089,0,0,0,1000891,401.00993
177,100382,0,1003811,0,1003821,181.9621914
178,100382,0,1003812,0,1003822,182.1931394
179,100093,0,1003561,0,1000931,195.1908523
180,100093,0,1003562,0,1000932,195.715737
181,100384,0,0,1006272,1003843,261.6800285
182,100384,0,1003831,0,1003842,261.7068045
183,100384,0,0,0,1003841,261.7335809
184,100356,0,1003691,0,1003562,520.3896823
185,100356,0,0,0,1003561,520.2538678
186,100095,0,1000851,0,1000952,305.7325637
187,100096,0,1000982,1003792,1000962,318.6669556
188,100096,1001141,1000981,0,1000961,319.1249079
189,100372,1003831,1006271,0,1003721,90.42167143
190,100372,0,1006272,0,1003722,90.48519729
191,100097,0,1003722,1000953,1000972,317.75105
192,100097,0,1003721,0,1000971,317.293094
193,100098,0,1001001,0,1000981,653.6693967
194,100098,0,1001002,0,1000982,655.0283906
195,100114,0,1001171,0,1001141,863.6562496
196,100114,0,1001172,0,1001142,864.6266813
197,100379,0,1003752,1003783,1003792,371.1512374
198,100379,0,1003751,0,1003791,370.6697607
199,100099,0,1000972,1001142,1000992,650.9513429
200,100099,1003791,1000971,0,1000991,649.5923447
201,100100,0,0,1001023,1001005,21.24576194
202,100100,0,1001061,0,1001002,20.25311946
203,100100,0,1001062,0,1001003,19.26047647
204,100100,0,1001063,0,1001004,18.26783296
205,100102,0,0,1003623,1001023,10.00001445
206,100102,0,1001031,0,1001022,10.00001656
207,100106,0,1001091,0,1001064,16.40089853
208,100106,0,1001092,0,1001062,16.40090198
209,100106,0,1001093,0,1001063,16.40090543
210,100101,0,1000991,0,1001012,18.82462959
211,100101,0,1000992,0,1001013,17.37553445
212,100101,0,0,0,1001011,15.92643958
213,100105,0,1001021,0,1001052,9.080465734
214,100105,0,0,0,1001051,9.080467682
215,100103,0,1001101,0,1001032,157.3763803
216,100104,0,1001061,0,1001042,10.00001024
217,100362,0,0,1003653,1003623,923.1237006
218,100362,0,1003541,0,1003622,924.8515833
219,100110,0,1001111,0,1001104,20.2337877
220,100110,0,1001112,0,1001102,20.23378771
221,100110,0,1001113,0,1001103,20.23378772
222,100109,0,1001081,0,1001092,9.883459628
223,100109,0,1001082,0,1001093,9.883457491
224,100109,0,0,0,1001091,9.883455356
225,100107,0,1001011,0,1001072,16.14146646
226,100107,0,1001012,0,1001073,16.14146338
227,100107,0,1001013,0,1001074,16.14146031
228,100107,0,0,0,1001071,16.14145723
229,100108,0,1001191,0,1001082,660.2941631
230,100119,0,0,1001163,1001193,6669.212495
231,100119,0,1001151,0,1001192,5972.063264
232,100111,0,1001091,0,1001112,154.2681747
233,100111,0,1001092,0,1001113,154.9011623
234,100112,0,0,1001015,1001123,650.750067
235,100112,0,1001051,0,1001122,650.8250892
236,100118,0,1001191,0,1001181,15.11332084
237,100118,0,1001192,0,1001182,16.22741771
238,100113,0,1003792,1000972,1001132,861.7153563
239,100113,1000981,1003791,0,1001131,860.7449183
240,100117,0,0,1001123,1001173,9.825208653
241,100117,0,1001181,0,1001172,8.78612768
