linkID,816,817,818,819,820,821,822,823,824,825,826,827,828,829,830,831,832,833,834,835,836,837,838,839,840,841,842,843,844,845,846,847,848,849,850,851,852,853,854,855,856,857,858,859,860,861,862,863
100000,6,7,7,7,7,7,7,7,6,9,6,6,6,6,5,5,7,7,11,7,6,6,4,4,4,4,4,4,4,4,4,4,4,8,3,3,3,6,8,4,2,2,9,9,9,3,4,4
100002,7,7,7,7,7,7,7,3,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3
100062,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,8,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
100001,3,4,4,4,4,4,4,3,5,5,6,6,6,6,6,6,6,6,3,3,3,3,4,4,3,3,4,3,3,3,3,3,5,3,3,3,4,4,4,6,4,3,3,2,2,3,3,7
100006,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
100058,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,23,23,5,5,5,7,7,5,6,6,6,6,6,6,6,7,7,7,5,4,8,8,4,4,4,8,8,6,6,6,6,6
100003,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
100004,4,4,4,4,4,4,4,4,4,4,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100029,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
100005,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
100042,4,4,4,4,4,4,4,6,2,3,2,4,4,4,2,2,2,2,2,2,2,2,1,12,12,12,12,12,12,12,12,12,12,2,2,2,2,2,7,5,5,5,5,5,5,5,5,5
100007,7,3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,4,4,4,4,3,3
100019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
100013,3,4,4,4,4,4,4,3,5,5,6,6,6,6,6,6,6,6,3,3,3,3,4,4,3,3,4,3,3,3,3,3,5,3,3,3,4,4,4,6,4,3,3,2,2,3,3,7
108884,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
100009,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
100010,9,9,9,9,9,9,9,5,5,7,7,7,1,2,2,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,5,5,6,6,6,6,6,6,6,6,6,6
100011,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
100023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100012,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
100015,6,7,7,7,7,7,7,7,6,9,6,6,6,6,5,5,7,7,11,7,6,6,4,4,4,4,4,4,4,4,4,4,4,8,3,3,3,6,8,4,2,2,9,9,9,3,4,4
100014,6,7,7,7,7,7,7,7,6,9,6,6,6,6,5,5,7,7,11,7,6,6,4,4,4,4,4,4,4,4,4,4,4,8,3,3,3,6,8,4,2,2,9,9,9,3,4,4
100016,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1
100017,3,4,4,4,4,4,4,3,5,5,6,6,6,6,6,6,6,6,3,3,3,3,4,4,3,3,4,3,3,3,3,3,5,3,3,3,4,4,4,6,4,3,3,2,2,3,3,7
108880,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
100020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100021,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
100018,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
108706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
100026,6,7,7,7,7,7,7,7,6,9,6,6,6,6,5,5,7,7,11,7,6,6,4,4,4,4,4,4,4,4,4,4,4,8,3,3,3,6,8,4,2,2,9,9,9,3,4,4
100039,10,1,1,12,12,5,5,9,9,10,15,15,4,4,4,4,4,4,9,14,14,14,14,1,7,7,7,7,7,7,7,7,9,11,11,11,11,11,11,11,11,11,10,13,13,12,13,13
100022,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
100024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100025,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
100027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
100028,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
100030,3,4,4,4,4,4,4,3,5,5,6,6,6,6,6,6,6,6,3,3,3,3,4,4,3,3,4,3,3,3,3,3,5,3,3,3,4,4,4,6,4,3,3,2,2,3,3,7
108877,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
100031,6,7,7,7,7,7,7,7,6,9,6,6,6,6,5,5,7,7,11,7,6,6,4,4,4,4,4,4,4,4,4,4,4,8,3,3,3,6,8,4,2,2,9,9,9,3,4,4
100033,4,1,1,3,3,3,3,2,2,1,5,5,3,3,3,2,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,9,9,9,3,1,1,3,7,5
100034,9,2,5,4,4,4,4,5,5,10,4,3,3,3,3,3,3,3,1,3,4,4,10,10,3,3,3,3,3,3,3,3,6,5,5,5,5,5,5,8,8,2,4,3,3,3,4,3
100032,4,4,4,4,4,4,4,2,5,6,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,3,2,4,4,4,5,6,6,6,6,6,6,6,6,6
100049,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,23,23,5,5,5,7,7,5,6,6,6,6,6,6,6,7,7,7,5,4,8,8,4,4,4,8,8,6,6,6,6,6
100035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3
100036,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
100037,3,4,4,4,4,4,4,3,5,5,6,6,6,6,6,6,6,6,3,3,3,3,4,4,3,3,4,3,3,3,3,3,5,3,3,3,4,4,4,6,4,3,3,2,2,3,3,7
100038,6,7,7,7,7,7,7,7,6,9,6,6,6,6,5,5,7,7,11,7,6,6,4,4,4,4,4,4,4,4,4,4,4,8,3,3,3,6,8,4,2,2,9,9,9,3,4,4
100040,4,1,1,3,3,3,3,2,2,1,5,5,3,3,3,2,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,9,9,9,3,1,1,3,7,5
100041,4,4,4,4,4,4,4,6,2,3,2,4,4,4,2,2,2,2,2,2,2,2,1,12,12,12,12,12,12,12,12,12,12,2,2,2,2,2,7,5,5,5,5,5,5,5,5,5
100043,4,6,6,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,5,3,3,3,3,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,4,9,9,2,2,2,5,4,4
100044,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
100050,6,6,6,6,6,6,6,6,5,5,4,4,4,4,4,4,4,5,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,3,3,3,2,2,2,2,2
100045,4,10,10,10,10,10,10,10,10,10,4,4,4,4,4,4,4,4,5,7,7,7,7,9,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,10,10,10,10,10,10,10,10,7
100072,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
100047,2,2,2,2,2,2,2,2,2,2,8,8,8,8,8,8,9,3,4,10,10,9,9,9,9,9,9,9,9,9,9,4,4,4,4,8,8,8,8,8,8,6,6,6,6,6,6,6
100048,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
