linkID,2712,2713,2714,2715,2716,2717,2718,2719,2720,2721,2722,2723,2724,2725,2726,2727,2728,2729,2730,2731,2732,2733,2734,2735,2736,2737,2738,2739,2740,2741,2742,2743,2744,2745,2746,2747,2748,2749,2750,2751,2752,2753,2754,2755,2756,2757,2758,2759
100000,45.745,45.745,45.745,45.745,45.745,47.915,47.261,47.721,40.802,40.802,40.802,38.935,38.935,44.471,41.665,45.709,45.709,44.96,40.969,43.708,40.354,46.659,43.274,44.882,48.67,48.67,48.67,48.67,48.67,48.955,47.913,47.913,49.472,45.076,40.88,47.422,44.342,44.077,35.027,42.139,42.139,49.583,49.583,39.806,39.806,45.987,41.855,41.855
100002,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.381,22.381,22.381,22.381,22.381,22.381,22.381,22.381,22.381,20.071,20.071,20.071,20.071,20.071,20.071,20.071
100062,8.218,8.218,8.218,8.218,8.218,16.942,16.942,10.926,11.145,11.145,11.145,11.145,11.145,11.145,11.6895,11.6895,11.6895,11.6895,11.6895,11.6895,11.6895,12.681,12.681,12.681,12.681,12.681,12.681,12.681,11.439,11.439,11.439,15.099,12.442,12.442,13.314,15.673,12.359,12.359,10.592,10.592,10.872,13.034,13.034,14.754,14.754,8.746,11.524,7.981
100001,47.5,46.029,46.029,46.029,46.029,46.029,46.029,49.329,47.214,47.214,47.214,47.214,47.214,46.619,43.74,42.145,51.443,46.5,47.017,46.302,46.302,44.911,44.855,47.444,49.744,47.698,47.698,47.698,47.698,47.698,47.698,47.698,47.486,47.486,47.81,48.938,48.938,46.214,46.564,43.318,43.318,46.072,45.279,44.397,44.397,45.479,47.346,46.279
100006,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,13.89,6.55,6.55,6.55,6.55,6.55,6.55,6.55
100058,8.218,8.218,8.218,8.218,8.218,16.942,16.942,10.926,11.145,11.145,11.145,11.145,11.145,11.145,5.108,11.6895,11.6895,11.6895,11.6895,11.6895,11.6895,13.413,12.681,12.681,12.681,12.681,12.681,12.681,11.439,11.439,11.439,15.099,12.442,12.442,12.901,15.673,12.359,12.359,10.592,10.592,10.641,13.556,13.034,14.754,14.754,8.746,11.524,7.981
100003,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,20.383,18.809,18.809,18.809,18.809,18.809,18.809,18.809,18.809,18.809,18.809,18.809,18.809,18.809,18.809,18.809,18.809,11.684,11.684,11.684,12.11,12.11,12.11,12.11,12.11,12.11,12.11
100004,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.934,22.381,22.381,22.381,22.381,22.381,22.381,22.381,22.381,22.381,20.071,20.071,20.071,20.071,20.071,20.071,20.071
100029,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,21.512,15.434,16.328,16.328,16.328,16.328,16.328,16.328,16.328,16.328,16.328,16.709,16.709,16.709,16.709,16.709,16.709,16.709
