ub,lb
15168.1956239305,12490.8355869976
14364.8787702289,14166.215955574
14364.8787702289,14223.3254903318
14364.8787702289,14284.3308250235
14364.8787702289,14295.4933964055
14364.8787702289,14313.2623318728
14364.8787702289,14341.9584047506
14344.0512632272,14344.0512632272
